period,factor,n,spread_ew,spread_vw,q1_ew,q2_ew,q3_ew,q4_ew,q5_ew
2018-06-30,dbreadth,1516,-0.024440078405851134,-0.021106230447121795,-0.06161830599018414,-0.07034141461784009,-0.0696791658992357,-0.06133645007144948,-0.08605838439603528
2018-09-30,days_adv,1563,-0.07980299415948325,-0.05244232863737472,0.09401445425429425,0.07098101147195549,0.057876552894154776,0.050283444271771206,0.014211460094811008
2018-09-30,dbreadth,1563,0.02801239311302753,0.060202691059873185,0.05235633673632861,0.05254243702468845,0.054596612630735446,0.04977557116709633,0.08036872984935614
2018-12-31,days_adv,1600,-0.029927916732730563,-0.01887660735223677,0.07443722843909593,0.012483617936797283,0.024962295393481958,0.03185481058110689,0.04450931170636537
2018-12-31,dbreadth,1600,0.028232791923881433,0.02784935417529378,0.013999821038294311,0.04647425550675258,0.04068023459667602,0.04506241163562752,0.042232612962175745
2019-03-31,days_adv,1623,-0.008068889650918988,0.06839389479740311,-0.05468882222084275,-0.03887304262211706,-0.0387411989112955,-0.014017772327904644,-0.06275771187176174
2019-03-31,dbreadth,1623,0.05328591792841669,0.011651930986489888,-0.06286313187600316,-0.03249154952353464,-0.05345812014352533,-0.043948854102866086,-0.009577213947586465
2019-06-30,days_adv,1684,0.050827375210875,-0.017633928652672173,0.037987537126807476,0.09193096480073525,0.09694408119462425,0.071188300125265,0.08881491233768248
2019-06-30,dbreadth,1684,-0.0563353011782025,-0.007033538532447092,0.1157892992414454,0.09134717441063671,0.06124970384281156,0.055031206384663175,0.059453998063242905
2019-09-30,days_adv,1722,-0.06691301572853388,-0.13793168583893958,0.14461195484719114,0.09706351977967231,0.08070186660883633,0.0864886812411878,0.07769893911865726
2019-09-30,dbreadth,1722,0.035909794449429766,0.005265933696668723,0.06748364300622506,0.10038171450778206,0.0905854204120119,0.13377175804104702,0.10339343745565482
2019-12-31,days_adv,1758,-0.18649472957136273,-0.14818177356434964,0.031030488609864838,-0.11433248635156171,-0.14428182292678746,-0.1560354730791381,-0.15546424096149788
2019-12-31,dbreadth,1758,0.06418811788364445,0.09990844697264906,-0.14223969426978605,-0.08403642060336702,-0.0807279264163725,-0.14448473459100522,-0.0780515763861416
2020-03-31,days_adv,1760,-0.20859348656427718,-0.31441811143502724,0.4479187818249889,0.34829919438466933,0.24313917598506848,0.24878514858080403,0.23932529526071172
2020-03-31,dbreadth,1760,0.031171046799310986,0.014886004065821107,0.259047819990766,0.27254054132313643,0.2899948018726613,0.43002833144268365,0.29021886679007697
2020-06-30,days_adv,1817,0.007570279177125966,-0.12813817862983023,0.0736702450738932,0.11780235038817169,0.13250761446353668,0.11393882594302956,0.08124052425101917
2020-06-30,dbreadth,1817,-0.0018819834892747495,0.022364477069869992,0.11620970366618824,0.11448903006262723,0.07929363088027529,0.0967346569038976,0.11432772017691349
2020-09-30,days_adv,1862,-0.45925588957660224,-0.4182109266743566,0.6959275704139005,0.42528418994040024,0.2774040539094334,0.20570499575345125,0.2366716808372983
2020-09-30,dbreadth,1862,0.4438853082150348,0.37061899084084143,0.16115013769081035,0.30603053771714045,0.3591054359550906,0.4236831932595699,0.6050354459058451
2020-12-31,days_adv,1965,0.20108407045060056,0.32155584141556454,-0.1405744890641433,-0.056783164442125895,0.04101889572951406,0.06125363655445056,0.06050958138645725
2020-12-31,dbreadth,1965,-0.15252256175547851,-0.3232145179028164,0.06569005283789109,0.04551425549616898,-0.0017288097254835382,-0.06039929764459226,-0.08683250891758741
2021-03-31,days_adv,2027,-0.05104298337158472,-0.1407454246954037,0.07673900003073088,0.036260318849666844,0.0008874380430078341,0.01770830890192917,0.025696016659146156
2021-03-31,dbreadth,2027,-0.011449193312410934,0.03269398066057634,0.05712394774411509,0.010537995243328458,0.0037162176204292565,0.04125491212371769,0.045674754431704156
2021-06-30,days_adv,2129,-0.025802525882984893,-0.12706330901081392,0.08665265346687981,0.09281271979337802,0.06531944130044437,0.07076175817044668,0.060850127583894915
2021-06-30,dbreadth,2129,0.045831075801622226,0.0002912178314768768,0.03958194359438515,0.08421897208456404,0.08052037039608968,0.08697028244611885,0.08541301939600737
2021-09-30,days_adv,2221,0.1972124962574825,0.13166415004993642,-0.31867813972421405,-0.22924257124338057,-0.14431877010932545,-0.1304277116261504,-0.12146564346673155
2021-09-30,dbreadth,2221,-0.14555549913969634,-0.2218767298495217,-0.08622921930674587,-0.16113230474506035,-0.21510783868755345,-0.2518042601081047,-0.23178471844644222
2021-12-31,days_adv,2337,0.025565136607179906,0.11896850853067563,-0.16784110351657278,-0.15740379363069795,-0.10639848558764212,-0.10292464661252203,-0.14227596690939287
2021-12-31,dbreadth,2337,-0.019392461687511825,-0.06062628392267559,-0.1301188925234077,-0.14444013863684152,-0.13450026859844716,-0.11605410303667048,-0.14951135421091952
2022-03-31,days_adv,2350,-0.06928338151325189,0.07722144985716328,0.1845033066881966,0.17038583537186516,0.13898461066872456,0.13213939215973022,0.1152199251749447
2022-03-31,dbreadth,2350,0.011160072142165647,-0.11727904416149755,0.10001515765298584,0.14112320004120213,0.20879761395701998,0.17894867725063324,0.11117522979515149
2022-06-30,days_adv,2375,0.11210604234009874,0.2372041995911148,-0.20176179377064812,-0.08659713183508269,-0.06363208339467814,-0.06561556809001148,-0.08965575143054938
2022-06-30,dbreadth,2375,-0.10637205295729285,-0.13613662739523413,-0.05227813217758321,-0.07425133594794925,-0.07598890045352065,-0.14669957984994228,-0.15865018513487605
2022-09-30,days_adv,2410,-0.011843523340435091,-0.1292819744141238,0.11267268450530106,0.10932128409921658,0.10045226146838027,0.06855643859965183,0.10082916116486597
2022-09-30,dbreadth,2410,0.004501446567252043,-0.019929003237371325,0.08804747133433269,0.10530107927186165,0.10484614294579825,0.10120016939981531,0.09254891790158473
2022-12-31,days_adv,2531,0.035703159676728026,-0.0214914807437946,-0.09473385957108127,-0.07972180697532547,-0.0819189227320136,-0.04980499843361614,-0.05903069989435324
2022-12-31,dbreadth,2531,-0.0013900406407126586,-0.08313511722942941,-0.041097470017436875,-0.101903029806584,-0.10001049549329874,-0.07171780476395853,-0.042487510658149534
2023-03-31,days_adv,2561,0.013733781322392849,-0.30161699492237926,0.06684120082162871,0.11371691358549553,0.09040607830692439,0.06956435530334318,0.08057498214402156
2023-03-31,dbreadth,2561,0.02231104585428989,0.12269914708224378,0.0750450888956777,0.1039176482008986,0.08083574276202898,0.05861273597295879,0.09735613474996758
2023-06-30,days_adv,2568,0.03732812340710022,-0.05591553711439852,-0.12780537873923198,-0.11383715810871083,0.024686440344572246,-0.04187866808819086,-0.09047725533213176
2023-06-30,dbreadth,2568,0.05304088567290988,0.07171776141471434,-0.060617037091418316,-0.07803661557423819,-0.0953787372362012,-0.09310211698359029,-0.007576151418508441
2023-09-30,days_adv,2582,-0.0032845494375677853,-0.08735152151784409,0.18726043329293832,0.11740660323394149,0.15268050352098347,0.14470508742705712,0.18397588385537053
2023-09-30,dbreadth,2582,0.06551165737438683,0.020533345693434596,0.11289314621597471,0.1345769920306181,0.19647180825458843,0.16527786790043877,0.17840480359036154
2023-12-31,days_adv,2619,0.0238899090199007,0.058382392698984625,0.05423890735895703,0.05442995309505401,0.07722762236291282,0.06173652998177289,0.07812881637885773
2023-12-31,dbreadth,2619,-0.006272832533970915,0.013837028905872913,0.07104186251678529,0.05487104573056732,0.07038163250826873,0.06351998545052899,0.06476902998281438
2024-03-31,days_adv,2646,0.05882754522923722,-0.009361346463223598,-0.07504192533708047,-0.05400005734539195,-0.008800930970082145,-0.01711959396489884,-0.016214380107843245
2024-03-31,dbreadth,2646,-0.0058655181179493796,0.03673550634640896,-0.03393372625526386,-0.041296467065371746,-0.026898151839390132,-0.0278519032673066,-0.03979924437321324
2024-06-30,days_adv,2690,-0.044043909808885756,-0.19674989295194595,0.13701050988104496,0.12261981223361919,0.10954010534940872,0.10302384660557533,0.0929666000721592
2024-06-30,dbreadth,2690,0.02486347618304427,0.05843534130910662,0.10709549779070454,0.09525307615406219,0.10937434815880888,0.13035953935472705,0.1319589739737488
2024-09-30,days_adv,2710,-0.16401664011055497,-0.21062807583152307,0.18080380737347215,0.08160381613132775,0.016778259817489545,0.012460608912218504,0.016787167262917176
2024-09-30,dbreadth,2710,-0.0033855944974352514,0.05914381067873943,0.0444142345836543,0.06834408474436951,0.10938165721504327,0.029100911305892964,0.04102864008621905
2024-12-31,days_adv,2800,-0.011920564899519301,0.006490515133418792,-0.06579376856821825,-0.07114480586799396,-0.06620866793269033,-0.05993510721939133,-0.07771433346773755
2024-12-31,dbreadth,2800,0.016091344191226882,-0.00014433307447955096,-0.05925007911583197,-0.08150127524479531,-0.07921026851679322,-0.0755811669782864,-0.04315873492460509
2025-03-31,days_adv,2791,-0.05716019911729622,-0.0619218316993702,0.19468059778518304,0.13984319697052675,0.10671434618051784,0.08614013721671736,0.13752039866788682
2025-03-31,dbreadth,2791,0.04462819363317046,-0.014868122743279089,0.08634951306918133,0.13578830441038237,0.15291173685491619,0.16592291917954616,0.1309777067023518
2025-06-30,days_adv,2851,0.023672301374638202,0.002671872016560939,0.046715003244813924,0.06062037463951276,0.03316986572519006,0.025115377165777223,0.07038730461945213
2025-06-30,dbreadth,2851,-0.010471957563695802,0.03638793504601179,0.053634139674782325,0.06233212593008086,0.046391905298193224,0.018439203824059964,0.04316218211108652
2025-09-30,days_adv,2919,0.09854751212374716,0.016676862660991283,-0.02314992614360671,0.0667317130231104,0.05958486472286162,0.08844570791837679,0.07539758598014044
2025-09-30,dbreadth,2919,0.0014838915117308116,0.092602065044264,0.05319331525717922,0.06262210051414027,0.027527424332117974,0.07166311907293833,0.05467720676891003
2025-12-31,days_adv,2862,-0.04962212978040477,-0.27923370254121294,0.06115742873898339,0.0913703009579838,0.07176972422363259,0.012828140386443768,0.011535298958578615
2025-12-31,dbreadth,2862,0.030274467461727694,0.34311305174297874,-0.0007508229628588961,0.036406160291768457,0.09096241342878125,0.0920550197127006,0.0295236444988688
