lag,adv_tercile,mean,std,size,t
30,1,0.00023092302957780867,0.06522104615407774,31,0.01971334546831215
30,2,-0.005317239835384558,0.030666955806813067,31,-0.9653758478856628
30,3,-0.0018644496059324956,0.03210632969942788,31,-0.323326153110189
45,1,-0.006114981066424211,0.04010442561018807,44,-1.0114144505939144
45,2,-0.001465815244965856,0.03184451869415503,44,-0.3053309881192808
45,3,0.0022085807425878856,0.029240889241143323,44,0.5010130562008933
60,1,-0.008724620468637966,0.043935135004483865,44,-1.3172278874196557
60,2,-0.008403804275127817,0.03106995354948535,44,-1.7941620381112733
60,3,0.0012722722014983318,0.032361172758414866,44,0.26078470981693164
