factor,n_events,spread_ew_mean_q,spread_ew_t_nw,spread_vw_mean_q,spread_vw_t_nw,q1_ew_mean,q2_ew_mean,q3_ew_mean,q4_ew_mean,q5_ew_mean
days_adv,50,-0.01215912075709039,-0.8490003722694085,-0.04741880626925605,-2.5370638224323017,0.04910961161670748,0.042926257057225886,0.03994538450397918,0.035264291616406,0.036950490859617095
dbreadth,50,0.01646856219288003,1.8839715451313173,0.014904686179563434,0.9740154673625504,0.031714233686894876,0.03894056040325255,0.042561992098507015,0.044661906077713434,0.0481827958797749
