period,tag,ticker,gd,car1,car3,car5,car10
2020-06-30,exhaust_long,KR,2088,0.018657500716448783,0.0263983556747307,0.015064686951355322,0.015400685759487387
2020-06-30,exhaust_long,TPC,2091,0.019192696447049462,0.029829563623675837,-0.022409288266580174,0.16640266725159591
2020-06-30,exhaust_long,MIRM,2092,-0.015639418707792396,-0.005053815426682928,0.040125391673553334,-0.001847873464326244
2020-06-30,exhaust_long,PASG,2092,0.04932815029052562,0.017657186300411576,0.10359364875337307,0.14471088675339172
2020-06-30,exhaust_long,PCYO,2092,-0.005141633845074711,-0.03373307363129319,-0.028866927911237572,-0.0006473494601337837
2020-06-30,exhaust_long,WFC,2092,-0.002444839354725614,-0.029503556237352457,-0.030630657458547983,0.021265162550015315
2020-06-30,exhaust_long,ALGT,2093,0.010459095737114232,-0.04969038857715513,-0.0476997940858076,-0.044568160976406035
2020-06-30,exhaust_long,PASG,2093,-0.05109213558894754,-0.03542417058616709,0.057497072622149314,0.08907721695863757
2020-06-30,exhaust_long,ALLT,2094,0.03781205998998227,0.014187445846462365,0.04375140252456533,0.0754536674034858
2020-06-30,exhaust_long,PHAT,2094,0.010500761338895881,0.027359019813658625,-0.009702139700396128,0.07515398206565194
2020-06-30,exhaust_long,PSNL,2094,0.016877176788716586,0.01944913778915791,0.09443668313467302,0.2296498911221556
2020-06-30,exhaust_long,SYF,2094,-0.0038599584569092293,0.024745715660571932,0.08040438183217236,0.06185757774112155
2020-06-30,exhaust_long,TPC,2094,-0.02700491967905483,-0.04518190918004128,0.06546411246197792,0.1815026420572492
2020-06-30,exhaust_long,TRVG,2094,-0.007132595021120736,-0.07903455710894347,-0.13485613392807805,-0.136032158246417
2020-06-30,exhaust_long,XFOR,2094,0.0332238187016205,0.038692728025737644,0.11190865086420565,0.060236869458236364
2020-06-30,exhaust_long,ACIU,2095,0.0069713600770771045,0.003898259619981248,0.019496253326369617,-0.014665258954238092
2020-06-30,exhaust_long,ALLT,2095,-0.023797865313744282,-0.04142261118237722,-0.005134304670431078,0.04810862604420296
2020-06-30,exhaust_long,CRMD,2095,0.014452227008196594,-0.012412385033647944,-0.005467155036468441,-0.04637065412458252
2020-06-30,exhaust_long,PSNL,2095,-0.027925304526757566,-0.015970805849843783,0.2537039304184274,0.22141448685125642
2020-06-30,exhaust_long,SSYS,2095,-0.020249928339267642,-0.02595820280911476,0.0514136812781667,0.10148549067769674
2020-06-30,exhaust_long,STRO,2095,-0.030905319980743196,-0.016873837658076596,0.030855299144744386,0.1011008872801985
2020-06-30,exhaust_long,XCUR,2095,-0.0018345639007169012,-0.04497270510957663,-0.08976842433788212,0.05234169259835608
2020-06-30,exhaust_long,ETON,2096,-0.09123023167506694,-0.1353767387319681,-0.1363579725798253,-0.04188203411562352
2020-06-30,exhaust_long,NDLS,2097,0.05772148289204515,0.062372071027532616,0.07878447614566642,0.10940192185290298
2020-06-30,exhaust_long,NOC,2098,-0.023371295358588284,-0.020920247397137937,-0.034030907609553074,-0.03230343902553867
2020-06-30,exhaust_long,PAR,2098,-0.009750488289817172,-0.018686930504764776,-0.076430377955095,-0.008871643599672296
2020-06-30,exhaust_long,PCVX,2098,-0.011796877906902203,0.006225731989617511,-0.04165035883714319,-0.019738778463696538
2020-06-30,exhaust_long,ARQT,2100,0.0091196893772032,-0.01853062683709672,-0.015775297384528653,-0.026627878424597906
2020-06-30,exhaust_long,NOC,2100,-0.0014826950151536344,-0.014593355227568772,-0.032602924822509816,-0.024517323375993327
2020-06-30,exhaust_long,SU,2100,0.007635274942511039,0.03731588111809425,0.002724456589221047,-0.027252363365115162
2020-06-30,exhaust_long,TRVG,2100,-0.010263714345272401,0.0008912566740852945,0.0050754859415929054,0.00522803402121097
2020-06-30,exhaust_long,ARQT,2101,-0.010503106452042665,-0.06507191918330202,-0.02843961496094438,-0.05918218723883828
2020-06-30,exhaust_long,ETON,2101,-0.00025407614819372704,-0.039545715535666215,0.09447593846420177,0.08564247099930866
2020-06-30,exhaust_long,XCUR,2101,0.1668951177696676,0.10023519612687637,0.10823429076405311,0.03813640204404123
2020-06-30,exhaust_long,TRVG,2102,-0.022535663385463423,-0.01835143411795581,-0.03709070127576952,-0.014752029517983267
2020-06-30,exhaust_long,XCUR,2102,-0.024394169125103504,-0.038628409757301974,-0.014181783090274735,-0.1815812695005108
2020-06-30,exhaust_long,IOVA,2103,-0.02025577878547935,0.10356829968784176,0.19142132814750568,0.197906346605766
2020-06-30,exhaust_long,SNDX,2105,-0.00425594156660436,0.09787429472187503,0.03707116350066475,0.14631662048581562
2020-06-30,exhaust_long,TARA,2106,0.05115616911958676,0.15684765024516978,0.1428411058790986,0.030192264266224456
2020-06-30,exhaust_long,VTVT,2106,0.006982949158423457,-0.023457953291004197,-0.04360774149759705,-0.08718034616744241
2020-06-30,exhaust_long,APRE,2107,-0.06869496894843996,-0.03527852626843653,0.04288415708532434,-0.07155563850581015
2020-06-30,exhaust_long,OZK,2107,-0.03257974056220814,0.007201290148242778,0.08756188490960015,0.1306904700431284
2020-06-30,exhaust_long,TARA,2107,0.016284571464442732,0.08175076732274766,0.09089231167658318,0.0015231364015779736
2020-06-30,exhaust_long,UXIN,2108,0.20520373352670696,0.11727226938643609,0.02426541557131401,0.05099240078631606
2020-06-30,exhaust_long,XFOR,2108,0.07463909936506608,0.037140803430658176,-0.029215228376416325,-0.08241311920165117
2020-06-30,exhaust_long,PSNL,2109,-0.040643551609560236,-0.08344017359851885,-0.06064177398864301,-0.08353982334420007
2020-06-30,exhaust_long,SU,2109,0.006154822614676592,0.029042366432894928,0.04954315391444708,0.03506125795887405
2020-06-30,exhaust_long,TPC,2109,0.016128620505320823,0.004833910757250592,0.017910310386308748,0.0670568840147927
2020-06-30,exhaust_long,WFC,2109,0.007972949857639966,0.023787064687006643,0.01524793327038887,0.007584625384102317
2020-06-30,exhaust_long,ALLO,2112,0.023769791102742577,0.035574774872734305,0.04980204880692607,-0.18174829079565769
2020-06-30,exhaust_long,PCVX,2112,0.011283628305402749,-0.06374234806441015,-0.10229655235972857,-0.14538054570107717
2020-06-30,exhaust_long,URGN,2112,0.0405719878896198,0.11977542503735894,0.16373542931439633,0.20657694683321182
2020-06-30,exhaust_long,CARS,2113,-0.05302881081666766,-0.10268926353332519,-0.12966214246031105,0.0395537037024245
2020-06-30,exhaust_long,CRSP,2113,0.034453552083193895,0.0797151065905446,0.05027627010600999,0.10129913996120199
2020-06-30,exhaust_long,PCVX,2113,-0.014815578847977684,-0.07940586139244243,-0.09288221070441871,-0.19952072441336355
2020-06-30,exhaust_long,XCUR,2113,-0.05936480897742524,-0.04006787253031563,-0.046429161352853354,-0.0824394460462321
2020-06-30,exhaust_long,REZI,2114,-0.020181984599546343,0.005887599253216802,0.04642731002033362,0.5
2020-06-30,exhaust_long,SNDX,2114,0.09258072352947921,0.12788932020501997,0.07380312936233979,0.16906563978727063
2020-06-30,exhaust_long,ARQT,2115,-0.018526783183719697,-0.1335149063282911,-0.14018622295141203,-0.055967699881924626
2020-06-30,exhaust_long,DT,2115,-0.08055486967609526,-0.10242240797862057,-0.12871929073178423,-0.20598296021016604
2020-06-30,exhaust_long,ETON,2115,-0.03470154213655319,-0.07085417992354326,-0.13675565948231927,-0.1932401011828142
2020-06-30,exhaust_long,MIRM,2115,-0.021534308394584367,-0.07372995661576742,-0.011949995388351953,-0.020454832835098413
2020-06-30,exhaust_long,UXIN,2115,-0.011974736835113298,-0.04231120042949321,-0.08159231204048245,-0.05615221764702616
2020-06-30,exhaust_long,XCUR,2115,-0.010124658805796605,-0.01648594762833433,0.020614519708044732,0.10422526069571303
2020-06-30,exhaust_long,MDXG,2116,-0.018784492432724065,0.05226590029953293,0.1898050523301933,-0.06512959711976585
2020-06-30,exhaust_long,BTU,2117,0.002732781196975953,-0.010627488055384937,-0.111448990972014,-0.29771845517506534
2020-06-30,exhaust_long,TARA,2117,-0.02816017461153497,-0.04297992136673301,-0.037519318448542505,0.053894439116053294
2020-06-30,exhaust_long,XFOR,2117,-0.005012377976538418,0.05475780188851276,-0.025110332841853378,0.07546903913224257
2020-06-30,exhaust_long,AXP,2118,0.012465363330003587,0.004545400919633069,-0.01146423575029576,0.16082293321964647
2020-06-30,exhaust_long,BTU,2118,0.0042956629271406754,-0.11967886793657945,-0.1627337504868378,-0.24938728504215169
2020-06-30,exhaust_long,DELL,2118,-0.010710656495967363,-0.018726023270145165,-0.00012201136362466336,0.0008703535341409996
2020-06-30,exhaust_long,LBRT,2118,0.04867169767175028,-0.03580401164760394,-0.05127316874133103,0.15065810886610365
2020-06-30,exhaust_long,PCVX,2118,-0.019771523307248295,-0.040305391523286827,-0.10663851370894484,-0.07415212630058665
2020-06-30,exhaust_long,LBRT,2119,-0.004944005573996879,-0.07291368924582131,0.06300556278945235,0.19715947622530527
2020-06-30,exhaust_long,CRNC,2120,0.016973110575345896,0.03807633849622438,0.015566628678860606,0.10575849376342128
2020-06-30,exhaust_long,NDLS,2120,-0.02234891815048834,-0.041124358915513026,-0.006774989943979959,0.055643214800259466
2020-06-30,exhaust_long,PBI,2120,-0.051439409636101496,-0.006398016460009481,0.07393881148841319,0.028263367188480104
2020-06-30,exhaust_long,PEGA,2120,0.022561123197892385,0.04718919056729742,-0.0061316528985346785,-0.003590053374130431
2020-06-30,exhaust_long,TARA,2120,-0.005306617059734453,0.0004425223575944548,0.06879621957606441,0.20006339717210508
2020-06-30,exhaust_long,PCVX,2121,-0.02347657177877438,-0.06444640000984725,-0.06819628446443093,-0.15926876685809266
2020-06-30,exhaust_long,NCNA,2122,-0.016792747278496112,-0.019134829782275098,-0.0017599133126733335,-0.0033807472011819772
2020-06-30,exhaust_long,PBI,2122,-0.02721563232789581,0.05312119562052686,-0.013531347171364838,-0.006505473793818495
2020-06-30,exhaust_long,TRMK,2122,-0.006706805248509862,0.12156165039000622,0.0759024878002793,0.10156726122723436
2020-06-30,exhaust_long,APRE,2123,-0.03168338146686167,0.010406765391637651,0.029138792716236206,0.2020502652916063
2020-06-30,exhaust_long,TRVG,2123,0.18743425121628032,0.08967729991662043,0.07222037378376056,0.14297394993416157
2020-06-30,exhaust_long,FNKO,2124,0.07772566874150022,0.0059123968424548146,0.12658345480359912,0.27977464375698025
2020-06-30,exhaust_long,OOMA,2124,0.040070911938310916,0.0373435823930961,0.03956061108621456,0.19749828777538103
2020-06-30,exhaust_long,PCVX,2124,0.0072200432292439665,0.018526138649949675,-0.01583046030406754,-0.04678396135416785
2020-06-30,exhaust_long,TPC,2124,0.048587102936150206,0.014874147440864793,0.05487292101140706,0.06958034990566664
2020-06-30,exhaust_long,TRVG,2124,-0.0369948723883593,-0.12326737439188173,-0.11341092915985485,0.09719628073387687
2020-06-30,exhaust_long,YI,2124,0.0028911776872726502,0.03135016363412246,-0.00038539009994487117,-0.011114694374846135
2020-06-30,exhaust_long,BAND,2125,1.6243729919596106e-05,-0.010402874891793923,-0.021183322341837396,-0.01476433565167179
2020-06-30,exhaust_long,OOMA,2125,-0.0067139203498503,-0.005795869565140999,0.02930972422439726,0.08424019468909105
2020-06-30,exhaust_long,PCVX,2125,-0.010969927683827652,0.023379622003303457,-0.023392333724011616,-0.07842960550850098
2020-06-30,exhaust_long,PTON,2125,0.0020760670016788385,-0.0513746534160231,-0.041675771865918976,-0.01744710965895213
2020-06-30,exhaust_long,KHC,2126,0.0017262429562647785,0.008881171133190646,0.010142457507723579,0.033683860044732006
2020-06-30,exhaust_long,PRPL,2126,0.04045825551461246,0.03197250491878689,0.1422480594520391,0.10501730405765974
2020-06-30,exhaust_long,VIR,2126,0.0006461809399276319,-0.048465324126046094,-0.003193300079415984,0.014863788854028726
2020-06-30,exhaust_long,WATT,2126,-0.01782206471046266,-0.07698306063088667,-0.10322179339522708,-0.06677817450956147
2020-06-30,exhaust_long,MIRM,2127,0.04637662701081369,0.08742067015854227,0.04243418682670863,0.18619613356309195
2020-06-30,exhaust_long,PHAT,2127,0.04242027454765185,0.0937807593477028,0.11502514085033466,0.09009081223689175
2020-06-30,exhaust_long,PRPL,2127,-0.0007895062955642906,0.07237836258327579,0.11566356640213604,0.11211667680967274
2020-06-30,exhaust_long,PHAT,2128,0.04177129421109704,0.05640727520355138,0.07278620022233584,0.04490969175650894
2020-06-30,exhaust_long,COLL,2130,-0.0018897363565111291,-0.029633453467555526,-0.013935505788995717,-0.051183509851101094
2020-06-30,exhaust_long,REAL,2130,0.0060153349195675165,-0.005930172883367391,0.06304880924342249,0.07391002972384375
2020-06-30,exhaust_long,SSYS,2130,0.025021928104949298,0.01700342030664803,0.08721157788990053,0.21895579444860958
2020-06-30,exhaust_long,TRVG,2130,0.01203489277778269,0.035402949643902115,0.41825560800216666,0.4627552769646903
2020-06-30,continuation,ANAB,2073,8.058793033738354e-05,0.014448926412381491,-0.008230211988846214,-0.1083223126219458
2020-06-30,continuation,ARQT,2073,0.016835204041822927,0.01937486831859858,0.039877957912527684,0.016663941370994473
2020-06-30,continuation,PHAT,2073,0.010207388251579408,-0.025064494559630113,-0.020945004126247002,0.02433003239054643
2020-06-30,continuation,PSNL,2073,0.019575095490993677,0.05521135132467414,0.016656107335740522,0.014499370152410318
2020-06-30,continuation,URGN,2073,0.11589722506720412,0.08545883379682218,0.0459291304635564,0.12072125616577711
2020-06-30,continuation,XCUR,2073,-0.004089613760635213,-0.0840627812367375,-0.08835355916235843,-0.09551929036145035
2020-06-30,continuation,PCVX,2074,0.03154526297139559,-0.039806807357527396,-0.09897911349604027,-0.014727990277512482
2020-06-30,continuation,VTVT,2074,-0.019851721347858176,-0.1321959669670607,-0.16985814822894418,-0.071623313467862
2020-06-30,continuation,XCUR,2074,-0.05547919694962211,-0.06892711217909742,-0.08657063661094533,-0.017169205232249407
2020-06-30,continuation,CARG,2075,0.01560194086777078,-0.011007611470458034,-0.0023161993461646713,0.006114036195219885
2020-06-30,continuation,OOMA,2075,0.007443542461107011,0.0024459692548746137,0.015647618632242177,0.007481828636549004
2020-06-30,continuation,ADMA,2076,-0.06446419845516327,-0.04829937945792517,-0.04426716640596384,0.04348142440626945
2020-06-30,continuation,DGX,2076,-0.004979333577040945,0.0213768258412812,0.012010123532194106,0.08313123634071895
2020-06-30,continuation,PCVX,2076,-0.026597820387053828,-0.0857701265255667,-0.12861263146669943,0.1593262665071219
2020-06-30,continuation,TARA,2076,-0.050056520022554785,-0.010482202233318971,-0.10479511658201301,-0.004102634279565587
2020-06-30,continuation,VIR,2076,-0.02951278645704325,-0.1366134582408457,-0.07323498754294278,0.029752098928960358
2020-06-30,continuation,KOD,2077,-0.011195403323089437,0.02429240039097702,0.06631432352464284,0.1617523987258227
2020-06-30,continuation,PCVX,2077,-0.038586780970799595,-0.10675253361861381,-0.07623171748082935,0.21621574241281372
2020-06-30,continuation,PHAT,2077,0.009698532347444666,0.019722554024101502,0.06970726976506114,0.10920208740310022
2020-06-30,continuation,SNDX,2077,0.01677107502032693,0.01847166241505671,0.0839310223143509,0.13857466878431524
2020-06-30,continuation,TARA,2077,0.02733648881240991,0.006045693163299726,-0.046383877945765595,0.056804661111591104
2020-06-30,continuation,URGN,2077,0.010581736246883855,0.07697658106304162,0.090168533952379,0.14822678623445562
2020-06-30,continuation,VIR,2077,-0.03598703660369029,-0.07592721143199865,-0.08900347338306003,0.03923727567087143
2020-06-30,continuation,VTVT,2077,-0.02348034636099061,-0.038910363395633474,0.023411698995833063,0.1309497980732479
2020-06-30,continuation,MIRM,2078,0.05459661490737844,-0.0179966185064524,-0.037930922756816976,0.017089813972577694
2020-06-30,continuation,PBI,2078,-0.01303031410994171,-0.06254099424086956,0.028395281717975118,0.12318276682237583
2020-06-30,continuation,PCVX,2078,-0.02058552516771328,-0.06342803010884601,0.027291850589596045,0.28756172235860944
2020-06-30,continuation,VIR,2078,-0.07111363518011216,-0.007735164482209234,-0.049989373380305624,0.10891765009350574
2020-06-30,continuation,VTVT,2078,-0.014181834900892865,0.029528326441885966,0.029808446392289856,0.19069529625968784
2020-06-30,continuation,XCUR,2078,-0.0023066912092221115,0.005268993912648456,-0.007165731199091918,0.11629925184806567
2020-06-30,continuation,PCVX,2079,-0.047580227480100934,-0.017059411342316477,0.08425112321852779,0.35910243607589776
2020-06-30,continuation,XCUR,2079,0.027323246437678583,0.061976441073845256,0.06940143137869592,0.0614428439065452
2020-06-30,continuation,EDIT,2080,0.038372122887250226,0.023969419819262816,0.06862067005001915,0.12323503279644976
2020-06-30,continuation,EGAN,2080,0.16786456924990656,0.2169839860533982,0.24064682748916355,0.2448840482254575
2020-06-30,continuation,PBI,2080,-0.019747561315808015,0.07118871464303667,0.12538255117373376,0.11481375822074802
2020-06-30,continuation,PCVX,2080,0.004737722538968203,0.09545760323741026,0.15062272138702515,0.4487086450656569
2020-06-30,continuation,PETS,2080,0.020942031496129054,-0.0012891092078737287,-0.014003400480872008,0.12089653404615586
2020-06-30,continuation,TARA,2080,-0.060784289722757956,-0.06714306670720571,0.03491078796115299,-0.07643398745059893
2020-06-30,continuation,WATT,2080,0.026457059146238082,-0.004460383272544277,0.058452259096126946,-0.005051242158173208
2020-06-30,continuation,MIRM,2081,0.009745658251565925,0.07812276446945532,0.08887292991391271,-0.008898104795704076
2020-06-30,continuation,PSNL,2081,0.043562468229735085,0.08024091958547874,0.15727578301447576,0.14839138283616404
2020-06-30,continuation,TARA,2081,0.008354718613692635,0.0992019554757233,0.10069248230244743,0.01583982117104299
2020-06-30,continuation,AAPL,2082,-0.013637655769412005,-0.00030106067995649965,-0.03301445974020245,-0.017386929351837055
2020-06-30,continuation,AAPL,2083,0.016828553860927187,-0.012208421377310152,-0.03958427194739722,0.01760001465761507
2020-06-30,continuation,ANAB,2083,0.034612713092866176,0.07349728417646328,0.11533032884031547,0.026943977276154163
2020-06-30,continuation,LRMR,2090,0.06313471596968623,0.06255294158337055,0.03682031462464108,-0.01055824495411084
2020-06-30,continuation,PASG,2090,-0.10637379055935603,-0.04962616263054964,-0.08129712662066368,0.030107080026162913
2020-06-30,continuation,PASG,2091,0.007419477638280769,0.0056554923398588475,0.021323457342639296,0.1142896114735712
2020-06-30,continuation,SNDX,2091,-0.003395177911427738,-0.02802619292178765,0.0385618801346318,0.16781719303073817
2020-06-30,continuation,ALGT,2092,0.002433738472690461,-0.029021801980234185,-0.06719931004187774,-0.054800516005663824
2020-06-30,continuation,LRMR,2092,0.004778874992438897,-0.020953751966290568,0.01153523739162532,-0.05208471562625827
2020-06-30,continuation,REZI,2092,-0.00023073502586257177,0.051929669713372206,0.0782000909732965,0.1532707525183714
2020-06-30,continuation,SNDX,2092,-0.0008273673536145498,-0.003242973938596627,0.058572201919950606,0.16823228833482984
2020-06-30,continuation,TARA,2092,-0.016757018576864957,-0.03078971215323878,-0.04002542264832443,0.10029321353204501
2020-06-30,continuation,TRVG,2092,-0.0161670345985927,-0.0074415151862821105,-0.07934347727410485,-0.10461424392523622
2020-06-30,continuation,CBT,2093,0.016600939797819514,0.00429754953146666,0.05950444701775748,0.09272148855185358
2020-06-30,continuation,MIRM,2093,-0.03348706587079742,-0.0016448551220142882,0.004283780460246356,-0.0026424392346906522
2020-06-30,continuation,SNDX,2093,-0.023803647656745364,0.042784425399674086,0.09141065177904084,0.08586037312816175
2020-06-30,continuation,SYF,2093,0.009245980295317091,0.022070476147712403,0.07388035337871568,0.08615104762934311
2020-06-30,continuation,TARA,2093,-0.02723519959936238,-0.025166750291052642,0.06342130990005657,0.12140563369998802
2020-06-30,continuation,URGN,2093,-0.042502764260485715,-0.019077942936040038,-0.018694429732758033,0.08774847680187015
2020-06-30,continuation,VTVT,2093,-0.00518082899567851,-0.007034041949759429,-0.015291137129545773,0.0031681771182213714
2020-06-30,continuation,XCUR,2093,-0.028038015449361464,-0.01864623957258582,-0.06178438078144555,0.04976425755868563
2020-06-30,continuation,ANAB,2094,0.043554737672270916,0.11295012670975257,0.11283630261472488,0.11844735648887361
2020-06-30,continuation,COLL,2094,0.0640188595116511,0.1386072698286538,0.09361347665103781,0.09607719219668609
2020-06-30,continuation,ETON,2094,-0.01827436307219321,-0.10685611603745304,-0.1510026230943542,-0.1915295724778776
2020-06-30,continuation,KRYS,2094,0.039269549180226404,0.06215380657047298,0.11271836350247866,0.1914073827338738
2020-06-30,continuation,PASG,2094,0.019421171598833498,0.10535763405179499,0.14127591656612126,0.1653119961420222
2020-06-30,continuation,RCKT,2094,0.031212315382654232,0.04137020698759275,0.09426618252314833,0.20010694322228373
2020-06-30,continuation,SNDX,2094,0.021388041071763286,0.08320321693031052,0.20110789446649668,0.06957121769784491
2020-06-30,continuation,TARA,2094,0.013202506022988558,0.003966795527902911,0.247430649198618,0.09372301254756332
2020-06-30,continuation,VTVT,2094,0.02239510166455916,-0.01392304823578161,0.012156298198844895,-0.04017118898500127
2020-06-30,continuation,XCUR,2094,0.011226339777492544,-0.014171177725221806,-0.039503754691720405,0.03553652049035938
2020-06-30,continuation,ARDX,2095,-0.015143119853845088,-0.010011264176981949,0.04580974612112343,0.0046371552302088
2020-06-30,continuation,BTU,2095,-0.06495866057100086,-0.01899871486036231,-0.13790527428285726,-0.3681559622756674
2020-06-30,continuation,ETON,2095,0.0026484787098071116,-0.11643156873388893,-0.16442315696458454,-0.16672907386428115
2020-06-30,continuation,SDGR,2095,-0.008422929373653298,0.07589874619192782,0.13465496720655845,0.1744459114426966
2020-06-30,continuation,TBPH,2095,-0.02649342578431435,-0.010272845325865032,-0.01847525846945619,0.09235941990019325
2020-06-30,continuation,ANAB,2096,0.0742579407859485,0.0741441166909208,0.08732103507007971,0.29982260750894263
2020-06-30,continuation,NDLS,2096,0.019780821761272938,0.07194750801383565,0.09964566218762605,0.0986102672073974
2020-06-30,continuation,PASG,2096,0.08968966904901454,0.12560795156334081,0.0929661541309319,0.2522857093064055
2020-06-30,continuation,PCVX,2096,-0.0414545133245825,-0.018573245608131672,-0.0005506357116119576,-0.05216265071887227
2020-06-30,continuation,PSNL,2096,0.03049726552719889,0.105484810872714,0.28904529765106624,0.1827871435728694
2020-06-30,continuation,XCUR,2096,-0.02356295360199745,-0.04889553056849605,-0.07409045151329263,0.03414383925076048
2020-06-30,continuation,ALGT,2097,0.021933254428760596,-0.04011628669730005,0.012398794036213912,0.06971502140130093
2020-06-30,continuation,ETON,2097,-0.027849815768629105,-0.07584140399932471,-0.04538181705295208,0.045435997980417975
2020-06-30,continuation,LNG,2097,0.02395297534765206,0.011930356602696035,0.023251742061964897,0.06435081993823166
2020-06-30,continuation,NOC,2097,0.01635758704163448,-0.0030799653403498217,0.005020502961658235,-0.02106026665795835
2020-06-30,continuation,PCVX,2097,0.03467814562335303,0.09000747586233604,0.007889740556695335,0.00887060188563249
2020-06-30,continuation,XCUR,2097,-0.019575187606862277,-0.06437090683516777,0.1163676198583724,0.10218583676809767
2020-06-30,continuation,ETON,2098,-0.016296691288272047,-0.017277925136129246,-0.032152215543167384,0.07389008886728299
2020-06-30,continuation,TRVG,2098,-0.024775639176237263,-0.027915463413055175,-0.01676049239369748,-0.03071125516576778
2020-06-30,continuation,WVE,2098,0.04072430766885793,0.09088040306929868,0.014360204475000304,0.0703540206411476
2020-06-30,continuation,XCUR,2098,-0.005757389359636322,-0.030952310304432906,0.11154863834013118,0.14827203524449128
2020-06-30,continuation,ETON,2099,-0.031694896942423556,-0.0012353099960509262,-0.040526949383523414,0.18042290684035833
2020-06-30,continuation,PCVX,2099,0.06712620814588521,-0.014991527159755491,-0.058286870979997185,-0.04889760540345378
2020-06-30,continuation,TRVG,2099,0.007123890108454489,0.030550810168003206,-0.001176024318338964,0.02325409940849532
2020-06-30,continuation,ALGT,2100,0.014528032953716075,0.06518117423546221,0.08118210467718978,0.15311686087342657
2020-06-30,continuation,BTU,2100,-0.04099144889737971,-0.07332388136714663,-0.23025068799281012,-0.2760122740779094
2020-06-30,continuation,ETON,2100,0.030713663094566357,0.01583937268752822,-0.002305916899696614,0.16118075256272923
2020-06-30,continuation,TRVG,2101,0.03369063440482112,0.001963799918478948,0.04203079328616921,0.03127321458276677
2020-06-30,continuation,ARQT,2102,-0.017147209762257254,-0.014391880309689187,-0.025799186659240636,-0.06888935213906167
2020-06-30,continuation,ETON,2102,-0.01462021425884441,-0.032765503846069244,0.09081781503337005,0.13206688162920255
2020-06-30,continuation,ARQT,2103,-0.0374216029690021,-0.0007892987466444623,-0.006795586261558295,-0.04238971816861581
