period_end,available_date,entry_date,exit_date,horizon,n_names,ic,spread_gross,spread_net,signal_name
2025-06-30,2025-09-08,2025-09-09,2026-03-11,126,41,0.3036585365853659,0.07312988920562502,0.06912988920562502,specialist_reversal
2025-09-30,2025-12-09,2025-12-10,2025-12-17,5,41,0.03170731707317073,0.00686749898184244,0.0028674989818424403,specialist_reversal
2025-09-30,2025-12-09,2025-12-10,2026-01-12,21,41,-0.06324041811846692,0.007113913768695829,0.0031139137686958286,specialist_reversal
2025-09-30,2025-12-09,2025-12-10,2026-03-13,63,41,-0.25435540069686413,-0.022805160572087563,-0.026805160572087563,specialist_reversal
2025-09-30,2025-12-09,2025-12-10,2026-06-12,126,41,-0.20087108013937285,-0.017718353685731353,-0.021718353685731353,specialist_reversal
2025-12-31,2026-03-11,2026-03-12,2026-03-19,5,41,-0.04128919860627179,0.001819407324852959,-0.002180592675147041,specialist_reversal
2025-12-31,2026-03-11,2026-03-12,2026-04-13,21,41,-0.09442508710801395,-0.007964619990461067,-0.011964619990461067,specialist_reversal
2025-12-31,2026-03-11,2026-03-12,2026-06-11,63,41,-0.07839721254355403,0.001694165934408104,-0.002305834065591896,specialist_reversal
2026-03-31,2026-06-09,2026-06-10,2026-06-17,5,41,-0.20714285714285718,-0.017263486392453675,-0.021263486392453675,specialist_reversal
2026-03-31,2026-06-09,2026-06-10,2026-07-13,21,41,-0.018989547038327528,0.003951086420063726,-4.891357993627374e-05,specialist_reversal
