delay_days
45
18
45
23
31
21
42
38
24
33
41
25
22
24
45
28
21
30
44
27
26
29
45
26
29
28
31
16
23
20
43
23
23
27
42
27
27
26
34
26
32
25
43
24
32
25
42
23
30
22
44
22
48
42
45
33
26
29
25
38
39
32
31
37
38
29
33
33
34
31
33
33
33
32
32
32
36
37
37
36
37
36
44
38
42
42
39
43
44
44
43
43
42
42
42
40
41
40
42
40
40
44
39
36
34
43
35
43
37
44
43
42
43
43
45
41
42
35
44
44
43
44
44
42
43
39
34
43
38
48
45
43
16
21
14
21
21
22
27
42
43
39
25
25
33
37
10
24
6
23
45
19
16
37
16
10
17
17
24
27
30
27
19
30
20
25
34
22
18
18
20
20
17
22
25
19
21
27
16
17
28
22
28
47
47
47
47
39
43
27
31
27
14
12
16
18
29
31
21
24
42
23
37
44
45
45
43
44
36
43
42
42
41
43
42
42
41
41
42
41
44
38
37
38
38
44
37
37
45
43
44
45
43
42
35
42
39
41
41
41
40
41
39
38
40
40
39
32
44
41
39
43
24
37
31
45
36
44
43
43
42
45
45
45
41
44
44
44
44
39
44
40
44
44
44
44
44
43
43
44
45
44
45
44
44
43
43
41
45
45
45
46
45
45
45
45
43
45
44
45
44
43
44
44
44
40
43
43
41
45
45
45
45
45
44
44
44
44
45
45
44
43
43
43
30
43
21
41
70
43
42
45
44
41
52
45
45
45
39
45
45
43
43
44
34
38
24
28
29
30
31
29
26
28
31
33
32
27
33
25
25
29
35
32
44
37
38
35
41
33
41
41
28
35
28
46
43
41
45
45
39
45
45
44
45
44
44
45
45
45
43
42
45
48
45
45
44
43
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
45
47
47
47
47
46
45
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
44
45
44
45
44
5
22
22
15
15
15
13
14
21
20
22
21
21
18
14
13
11
26
340
249
157
65
29
43
45
43
45
42
45
45
367
275
183
92
17
18
27
22
16
10
23
20
40
43
43
44
39
45
43
44
44
44
42
41
42
45
44
45
40
39
44
39
37
36
42
44
43
43
41
35
38
43
42
37
40
41
40
40
39
33
34
38
40
45
36
37
32
41
37
32
37
40
38
37
34
39
39
35
28
41
45
40
44
40
37
32
32
38
39
39
32
37
24
41
40
42
41
42
39
45
42
41
27
37
41
39
44
45
44
44
45
44
44
45
38
40
38
41
42
42
43
41
36
42
40
42
34
42
34
41
39
42
40
43
34
44
39
42
37
40
43
38
37
41
41
42
36
41
40
41
36
40
39
41
39
41
39
40
37
44
39
44
37
38
43
41
38
38
38
36
32
32
36
34
35
22
29
33
34
27
39
38
32
24
34
36
37
38
32
35
33
38
29
37
38
36
34
33
36
29
35
33
21
26
31
25
34
28
39
36
32
33
36
36
42
36
41
36
42
45
45
45
45
38
45
49
45
44
47
40
43
43
42
43
43
43
42
43
43
42
41
45
46
45
45
45
34
43
45
45
41
41
42
41
45
45
46
41
38
39
45
44
44
45
43
44
37
44
42
44
43
43
44
43
43
42
40
40
41
41
41
40
44
40
36
29
45
45
45
45
45
48
45
45
46
57
78
46
51
48
44
48
34
42
48
49
46
46
47
31
38
30
30
41
46
46
51
43
52
31
51
44
26
35
44
44
46
45
34
27
32
45
42
41
45
45
45
43
28
42
43
42
36
42
37
385
294
202
110
45
45
45
44
44
44
44
44
44
38
43
42
43
43
43
40
39
20
46
39
38
31
45
31
40
33
39
38
32
35
31
40
34
45
43
43
45
45
42
42
45
45
40
40
64
42
39
39
45
44
45
38
37
42
39
42
44
44
43
43
44
47
43
43
45
44
42
31
40
38
34
41
44
42
40
44
39
45
45
45
44
43
44
43
43
42
42
46
41
45
45
42
44
40
32
44
39
44
44
44
44
44
43
45
46
53
45
47
50
49
51
49
44
43
44
34
26
31
36
15
31
48
32
39
37
25
24
31
29
28
25
23
41
33
30
39
29
50
43
25
28
41
41
34
46
46
45
45
45
40
33
29
38
34
44
29
37
45
43
35
45
44
44
26
49
47
43
45
42
43
45
45
45
32
45
43
44
45
45
45
45
45
45
44
45
45
45
45
45
45
48
44
44
45
44
47
43
42
41
40
42
42
45
45
45
45
45
45
44
38
45
45
35
36
40
47
37
37
15
32
19
35
25
25
24
26
31
19
23
22
17
21
15
15
38
33
31
45
44
44
24
42
45
45
41
43
41
10
38
38
38
9
3
