k,is_ir,p05,p50,te_ann,oos_ir
0.5,0.7038554169356969,-0.09654615364063347,0.5873841354835367,0.007173106098999286,0.4222955087579799
1.0,0.8210932257592769,0.1066248830605842,0.7589990137118048,0.015383551883908029,0.31199921794029867
1.5,0.903357738721095,0.2663408752518446,0.8810258407119258,0.025056042302096897,0.20295833757245588
2.0,0.9562904879723368,0.3902632826189734,0.9675535530051635,0.03600493401279661,0.11253580784082727
3.0,1.0061228996048097,0.5110050097335707,1.0569133612304444,0.0590936877709651,0.0040599048450232
4.0,1.016138853502494,0.5689073871425753,1.088218402107843,0.07983363027646434,-0.035507403405703734
