period,h,model,coverage,r2,r2_wins,ic,hit
2022-03-31,15,revealed_scaled,0.02540176180429122,-0.059207451212351714,-0.04804235217930386,0.018494565052558115,0.5151162790697674
2022-03-31,30,revealed,0.10392434580229057,0.029399558361343003,0.030095888859178133,0.1395791526338029,0.5323430761859128
2022-03-31,30,revealed_scaled,0.10392434580229057,-1.0748959977186225,-0.37947455826280274,0.1395791526338029,0.5323430761859128
2022-03-31,45,revealed,0.4640154562382962,0.22435535968883258,0.29133040029466917,0.48605947734858235,0.7061365600691444
2022-03-31,45,revealed_scaled,0.4640154562382962,-0.03653589647565969,0.09096619471834921,0.48605947734858235,0.7061365600691444
2022-03-31,60,revealed,0.9636473251565814,0.9088155409282088,0.8379189572938639,0.8997096231587466,0.8875536480686695
2022-03-31,60,revealed_scaled,0.9636473251565814,0.9072987550185571,0.8370216517554275,0.8997096231587466,0.8875536480686695
2022-06-30,15,revealed,0.030157420187612343,0.007770047210225894,0.005045692365290844,0.06005539727678267,0.523972602739726
2022-06-30,15,revealed_scaled,0.030157420187612343,-0.13896926378212537,-0.013644225927300857,0.06005539727678267,0.523972602739726
2022-06-30,30,revealed,0.10935769566101168,0.133203069174741,0.08350588909014489,0.24095462053654948,0.5775175644028103
2022-06-30,30,revealed_scaled,0.10935769566101168,-2.001138378462953,-1.1853175329701555,0.24095462053654948,0.5775175644028103
2022-06-30,45,revealed,0.5423034794642269,0.2330341899729651,0.2702034900200644,0.4917417280430673,0.6826882177796683
2022-06-30,45,revealed_scaled,0.5423034794642269,-0.20001533399832194,0.06646770411761038,0.4917417280430673,0.6826882177796683
2022-06-30,60,revealed,0.9642995089202906,0.8696809340936271,0.8107180762106418,0.8669545971358857,0.8542458808618505
2022-06-30,60,revealed_scaled,0.9642995089202906,0.8658843202962861,0.805363620317096,0.8669545971358857,0.8542458808618505
2022-09-30,15,revealed,0.02690636346720047,0.003243321130971144,-0.0003203609083399783,0.04437059731100569,0.5060588574725908
2022-09-30,15,revealed_scaled,0.02690636346720047,-0.04735833299199599,-0.008468430972194074,0.04437059731100569,0.5060588574725908
2022-09-30,30,revealed,0.11722641584260331,0.00356124253089396,-0.011396430551988912,-0.0010024681405115068,0.4997644842204428
2022-09-30,30,revealed_scaled,0.11722641584260331,-0.4021575686924117,-0.27865292220358406,-0.0010024681405115068,0.4997644842204428
2022-09-30,45,revealed,0.8124725777432823,0.7157826815775495,0.5871271688601332,0.9031235369780689,0.9169449081803005
2022-09-30,45,revealed_scaled,0.8124725777432823,0.38712846972916126,0.12000565463626944,0.9031235369780689,0.9169449081803005
2022-09-30,60,revealed,0.848113898905422,0.7171235801493614,0.5860038324413863,0.9084168423042998,0.921634014172572
2022-09-30,60,revealed_scaled,0.848113898905422,0.47424220608132506,0.23642799598113606,0.9084168423042998,0.921634014172572
2022-12-31,15,revealed,0.017951330924534267,0.015246151343995984,0.002750412719243811,0.030796196098965882,0.5174216027874564
2022-12-31,15,revealed_scaled,0.017951330924534267,-0.24682919266612813,-0.007339787154099886,0.030796196098965882,0.5174216027874564
2022-12-31,30,revealed,0.08639059741432602,0.06664537909706003,0.023553583267010736,0.04378817689406802,0.5296934865900383
2022-12-31,30,revealed_scaled,0.08639059741432602,-0.6194222399615921,-0.40263257578764255,0.04378817689406802,0.5296934865900383
2022-12-31,45,revealed,0.769918593073204,-0.2829726477577976,-1.2417472227549644,0.4134782974068199,0.6546881453944651
2022-12-31,45,revealed_scaled,0.769918593073204,-0.9955746662200269,-2.463829936495243,0.4134782974068199,0.6546881453944651
2022-12-31,60,revealed,0.7926979901375188,-0.26374050152862205,-1.2100653050491808,0.4245870835987334,0.6610309278350516
2022-12-31,60,revealed_scaled,0.7926979901375188,-0.8683619283027113,-2.254557508966649,0.4245870835987334,0.6610309278350516
2023-03-31,15,revealed,0.027478775112705522,0.007145756914862744,0.003316808510585245,0.047453127533512836,0.5322033898305085
2023-03-31,15,revealed_scaled,0.027478775112705522,-0.29775430953324444,-0.011047148488978698,0.047453127533512836,0.5322033898305085
2023-03-31,30,revealed,0.10049434687133733,0.002252579813096234,0.01782382510597047,0.137794455851681,0.563570784490532
2023-03-31,30,revealed_scaled,0.10049434687133733,-0.9794315994367488,-0.3304261905894432,0.137794455851681,0.563570784490532
2023-03-31,45,revealed,0.9636759432326366,0.8495354335943555,0.8258003954168494,0.9043281071683315,0.910347551342812
2023-03-31,45,revealed_scaled,0.9636759432326366,0.8484811021180587,0.8244227308320717,0.9043281071683315,0.910347551342812
2023-03-31,60,revealed,0.985027403711486,0.88945361224202,0.8837374456088595,0.9420529774218185,0.9474930911962101
2023-03-31,60,revealed_scaled,0.985027403711486,0.8892325051093346,0.8834457843936352,0.9420529774218185,0.9474930911962101
2023-06-30,15,revealed,0.030704116527842582,0.001956305704068906,0.0016183347626522737,0.051338315544915476,0.532481954469739
2023-06-30,15,revealed_scaled,0.030704116527842582,-0.145707790494515,-0.0663603871985663,0.051338315544915476,0.532481954469739
2023-06-30,30,revealed,0.10848115839720597,0.02843867481292428,0.016107108610999177,0.10931981045880336,0.5479390681003584
2023-06-30,30,revealed_scaled,0.10848115839720597,-1.0157171981971485,-0.3444993226257822,0.10931981045880336,0.5479390681003584
2023-06-30,45,revealed,0.943330183981772,0.7964754575593893,0.7551676808092751,0.8769191263320509,0.8915094339622641
2023-06-30,45,revealed_scaled,0.943330183981772,0.7917200624117906,0.7541575750137988,0.8769191263320509,0.8915094339622641
2023-06-30,60,revealed,0.9636799996362914,0.8560288822546914,0.7844072263165633,0.8839734063380028,0.8901530011769321
2023-06-30,60,revealed_scaled,0.9636799996362914,0.8543222767513146,0.7838210350119796,0.8839734063380028,0.8901530011769321
2023-09-30,15,revealed,0.028803116455365842,0.00500313877064118,0.00367979535684837,0.07328000956596964,0.5368146214099216
2023-09-30,15,revealed_scaled,0.028803116455365842,-0.11401847911208174,-0.02061937375843792,0.07328000956596964,0.5368146214099216
2023-09-30,30,revealed,0.11233726742858857,0.02134040403856652,0.03519603324247966,0.14035270771141084,0.5490892936472679
2023-09-30,30,revealed_scaled,0.11233726742858857,-0.5808460235480646,-0.5033077309799507,0.14035270771141084,0.5490892936472679
2023-09-30,45,revealed,0.9407591884715576,0.5837830545598834,0.6540189480298152,0.8268061018893695,0.8587548638132295
2023-09-30,45,revealed_scaled,0.9407591884715576,0.5600870518319826,0.6346652427693824,0.8268061018893695,0.8587548638132295
2023-09-30,60,revealed,0.9655219176383022,0.8504372117425298,0.7631764597680372,0.8564412027685523,0.8765527950310559
2023-09-30,60,revealed_scaled,0.9655219176383022,0.8460951049277627,0.7567255995208588,0.8564412027685523,0.8765527950310559
2023-12-31,15,revealed,0.01979062728988706,0.001685715657816167,0.0009938635884672031,0.014427526472116852,0.506514657980456
2023-12-31,15,revealed_scaled,0.01979062728988706,-0.03221419983742657,-0.01279893405614807,0.014427526472116852,0.506514657980456
2023-12-31,30,revealed,0.12676818845248278,0.012032701590442674,0.00988867646015057,0.1045683833166979,0.5424865831842576
2023-12-31,30,revealed_scaled,0.12676818845248278,-0.20740076184667022,-0.15282278200135457,0.1045683833166979,0.5424865831842576
2023-12-31,45,revealed,0.8949284892405892,0.8755962011172702,0.7538472650928739,0.8386350904106359,0.8803550752605172
2023-12-31,45,revealed_scaled,0.8949284892405892,0.8631001845226911,0.741759222187245,0.8386350904106359,0.8803550752605172
2023-12-31,60,revealed,0.9319713729576791,0.8824512870579151,0.7639213650068628,0.8579759122300492,0.8820809248554913
2023-12-31,60,revealed_scaled,0.9319713729576791,0.8747526161897975,0.7564502234567596,0.8579759122300492,0.8820809248554913
2024-03-31,15,revealed,0.023081473781173,0.0061990357775912885,0.0034002871788229028,-0.0038530242359084053,0.4908616187989556
2024-03-31,15,revealed_scaled,0.023081473781173,-0.0667045690811161,-0.016536288465699656,-0.0038530242359084053,0.4908616187989556
2024-03-31,30,revealed,0.1219629613298324,0.038303493298671665,0.03631821996126805,0.13449969454876526,0.5459646094087182
2024-03-31,30,revealed_scaled,0.1219629613298324,-0.9910528473181821,-0.2957184691865864,0.13449969454876526,0.5459646094087182
2024-03-31,45,revealed,0.9765268602318367,0.9054538348004755,0.9202348722596606,0.9606163785791696,0.9489247311827957
2024-03-31,45,revealed_scaled,0.9765268602318367,0.9034195203853894,0.9180001779106118,0.9606163785791696,0.9489247311827957
2024-03-31,60,revealed,0.9915302648312624,0.9361556423431684,0.9401044923803578,0.9756557161668598,0.9717017208413002
2024-03-31,60,revealed_scaled,0.9915302648312624,0.9357551598185216,0.9393993955270808,0.9756557161668598,0.9717017208413002
2024-06-30,15,revealed,0.025861176803949684,0.008546786682346763,0.0067608751460456196,0.07737722316571016,0.5494830132939439
2024-06-30,15,revealed_scaled,0.025861176803949684,-0.018856523610355946,0.010433501456170391,0.07737722316571016,0.5494830132939439
2024-06-30,30,revealed,0.12466851975953024,0.037434126950360413,0.035483353779659166,0.18302567014569643,0.5954912803062526
2024-06-30,30,revealed_scaled,0.12466851975953024,-0.4232608067748953,-0.20653520690081684,0.18302567014569643,0.5954912803062526
2024-06-30,45,revealed,0.9551229855438497,0.902692902462787,0.8513990990774947,0.9004131415355718,0.9105721864342554
2024-06-30,45,revealed_scaled,0.9551229855438497,0.9027475742912598,0.8500424832771974,0.9004131415355718,0.9105721864342554
2024-06-30,60,revealed,0.9778219664458876,0.9685709614050378,0.9222373888424531,0.9369717168886129,0.9303821415058645
2024-06-30,60,revealed_scaled,0.9778219664458876,0.9671516933033981,0.9192655676383209,0.9369717168886129,0.9303821415058645
2024-09-30,15,revealed,0.16350072596781443,0.00564238284610441,0.004550263439339175,0.07313658848948212,0.5320056899004267
2024-09-30,15,revealed_scaled,0.16350072596781443,-0.03799138950218062,-0.0061548511375773,0.07313658848948212,0.5320056899004267
