period,exp,spread_uncond,spread_t0,spread_t1,spread_t2,delta,n
2016-06-30,pressure|adv,0.03354237778536957,0.0035086664525001005,0.056840960767940485,-0.05615138725862337,-0.030033711332869473,1361
2016-06-30,pressure|mktcap,0.03237010081569672,0.007160869800273736,0.05615745461082297,-0.007793059297925487,-0.02520923101542298,1319
2016-06-30,pressure|vol_resid,0.03168574531924963,0.04283754556878842,0.038374675231508094,0.08739700514907428,0.05571125982982465,1318
2016-06-30,pressure_o|vol,0.06221609950933797,0.06165524163781176,0.06347536054950727,0.10407180425835924,0.04185570474902127,1322
2016-06-30,pressure_o|vol_resid,0.06475165758810358,0.06288950425280557,0.04795983877197106,0.1286320527796341,0.06388039519153052,1280
2016-09-30,new_conv|mktcap,0.031819463286583555,0.023437202121890127,0.01931393603300849,0.03485805895138984,-0.008382261164693428,1342
2016-09-30,dbreadth|io,0.020275073474512365,0.007024185258885346,0.028584366554609067,0.012734309552758144,-0.013250888215627019,1348
2016-09-30,distress|adv,-0.06502777766722541,-0.03393343867847615,-0.04667241929422729,-0.06392574008137791,0.031094338988749262,1385
2016-09-30,pressure|vol,0.04501004850629259,0.011187347142801007,0.04207317229643927,0.06935570355507767,0.02434565504878508,1385
2016-09-30,exit_rate|mom,-0.00900303896636842,0.0013543816563825473,0.020192032389264578,0.0131322515795525,0.010357420622750968,1348
2016-09-30,pressure|adv,0.04501004850629259,0.021425891062897662,0.018336987347608927,0.047615211817135863,-0.023584157443394926,1385
2016-09-30,pressure|mktcap,0.03985402191948287,0.029151770778873362,0.01634951161388562,0.016955844249379723,-0.010702251140609506,1343
2016-09-30,pressure|vol_resid,0.03985402191948287,0.017479677243431968,0.020480677850342646,0.0382307181235534,-0.0016233037959294677,1342
2016-09-30,pressure_o|vol,0.031320517715455104,0.006398859338605956,0.026863856691584725,0.07830619888352129,0.04698568116806619,1351
2016-09-30,pressure_o|vol_resid,0.029196842306692575,0.013501884408277376,0.024699636678666786,0.057536684411706604,0.02833984210501403,1308
2016-12-31,new_conv|mktcap,-0.01216319662507392,-0.04062735865241624,-0.02557414318339343,-0.014189598869863037,-0.02846416202734232,1363
2016-12-31,dbreadth|io,-0.01178715004484018,-0.03630904926636526,-0.02189164462095269,0.0029704162058277403,-0.02452189922152508,1372
2016-12-31,distress|adv,-0.013225962907195014,-0.0040118911505739145,-0.07049597159645198,0.004144924069765906,0.0092140717566211,1407
2016-12-31,pressure|vol,0.0003894112348007753,-0.0023192834383180955,-0.027773176857149157,-0.012000295349224144,-0.012389706584024919,1407
2016-12-31,exit_rate|mom,0.03830844228724931,0.04492091897985392,0.032383826961586024,0.03802046825318443,0.006612476692604605,1368
2016-12-31,pressure|adv,0.0003894112348007753,-0.02162853010629243,0.002249893584782961,-0.01158527817203759,-0.022017941341093205,1407
2016-12-31,pressure|mktcap,0.001322185873763572,-0.0056722796413860785,-0.015104194481906884,-0.012574021039624402,-0.00699446551514965,1364
2016-12-31,pressure|vol_resid,0.001322185873763572,0.00852756708563436,-0.012597633660664347,-0.00958231015946405,-0.010904496033227622,1363
2016-12-31,pressure_o|vol,0.00129503441690023,0.0019562473664157046,-0.021986263468666705,-0.018897733348463192,-0.020192767765363422,1372
2016-12-31,pressure_o|vol_resid,0.0036912625641329078,0.009008694277828078,-0.0021675656898350187,-0.005396136942284318,-0.009087399506417225,1328
2017-03-31,new_conv|mktcap,0.018682208173130155,0.021037482708008922,0.006677026984740271,-0.007410018294716835,0.0023552745348787672,1379
2017-03-31,dbreadth|io,0.020732340378253618,0.029704862520626034,0.02099018342126821,0.0385210956799352,0.008972522142372416,1384
2017-03-31,distress|adv,0.025192984675339408,0.029524282389854346,0.023356908067084473,0.011458684749423652,0.004331297714514938,1423
2017-03-31,pressure|vol,0.00591840166529199,0.016611239006993857,0.013579762912778442,0.0015942730355128967,-0.0043241286297790935,1423
2017-03-31,exit_rate|mom,-0.012312576139555248,-0.02427364640624588,0.0342559643274101,-0.014178099411502847,-0.011961070266690632,1375
2017-03-31,pressure|adv,0.00591840166529199,-0.020618730667303964,0.04019022003242007,0.030498046532737334,-0.026537132332595956,1423
2017-03-31,pressure|mktcap,0.00396561288221132,-0.013486345942101872,0.03310237145024675,0.04211797312601753,-0.01745195882431319,1380
2017-03-31,pressure|vol_resid,0.005481913242589844,-0.01008051984285101,0.02087380869645863,0.0005074552866607025,-0.004974457955929141,1379
2017-03-31,pressure_o|vol,0.0020531503642669743,0.019779915820311564,0.006213530743078981,-0.018094771200342606,-0.02014792156460958,1380
2017-03-31,pressure_o|vol_resid,0.0017752787672186965,-0.004667172294126103,0.013958375676632105,-0.0016500178976608972,-0.0034252966648795936,1336
2017-06-30,new_conv|mktcap,0.004810773214530814,0.017214278729135557,-0.013547184585332231,0.005726415661105738,0.012403505514604743,1402
