period,method,signal,spread_ew,spread_vw,ic,n
2021-09-30,ica,rev,0.06278509635576375,0.1964352282507303,0.11008318841324002,989
2021-09-30,ica,cont,0.039900804379076296,0.0012163712696859202,0.023679651730314277,989
2021-09-30,ica,comb,0.06976334239471303,0.11984456091038895,0.08675189506203478,989
2021-09-30,pca,rev,-0.023189163525931963,0.0005617257420618138,-0.03259193044728673,989
2021-09-30,pca,cont,0.08824560736388111,0.20738009263167484,0.1398675827923872,989
2021-09-30,pca,comb,0.05825440550633197,0.13903214096504818,0.09287848060326012,989
2021-12-31,ica,rev,0.022960709646322963,0.04911876628070291,0.09545594374938676,1002
2021-12-31,ica,cont,-0.03952096921102044,-0.0691486149273669,-0.09289260002390072,1002
2021-12-31,ica,comb,-0.0032477875876743834,-0.009702713302010273,0.004945608059754834,1002
2021-12-31,pca,rev,0.035707290174158024,0.03377070346846258,0.06776659260525028,1002
2021-12-31,pca,cont,-0.05202036604507591,-0.06992672371203168,-0.12488114866608128,1002
2021-12-31,pca,comb,-0.006056269240565057,-0.03519783847772402,-0.035624631349948255,1002
2022-03-31,ica,rev,-0.05586592198309093,0.01788806987446727,-0.07285875955913745,1002
2022-03-31,ica,cont,-0.026409558576959674,-0.01672928415887817,-0.031958006232786676,1002
2022-03-31,ica,comb,-0.07160866957815407,0.02274509077994031,-0.057332084820784786,1002
2022-03-31,pca,rev,0.02285228723116045,-0.0007221794650008467,0.01790631503289935,1002
2022-03-31,pca,cont,-0.051021817381514886,-0.04641984405918738,-0.07110179269748466,1002
2022-03-31,pca,comb,-0.026415568043025126,-0.03973049246824201,-0.028560240156983385,1002
2022-06-30,ica,rev,-0.013733431135104071,0.038352152723591035,-0.013522322467395157,1006
2022-06-30,ica,cont,0.002901451512156414,-0.00953621852099094,-0.005494554939847641,1006
2022-06-30,ica,comb,-0.012314954267114792,0.10648934064832147,-0.007621026003691999,1006
2022-06-30,pca,rev,-0.028969865956460526,-0.035231236431093244,-0.02674075748859494,1006
2022-06-30,pca,cont,0.03651390681280942,0.11576942737062737,0.06864151173234496,1006
2022-06-30,pca,comb,0.012571668094301033,0.08507495340683116,0.037469411264875345,1006
2022-09-30,ica,rev,-0.0383223987038907,-0.007663799080463302,-0.1283522913213489,1007
2022-09-30,ica,cont,-0.011746697922541585,-0.07328326132890138,-0.049051226287708104,1007
2022-09-30,ica,comb,-0.047347794929053326,-0.0720827503285237,-0.1181017361089172,1007
2022-09-30,pca,rev,0.0052159246226206185,0.05913568868601379,-0.045780490368424534,1007
2022-09-30,pca,cont,-0.03553472146138889,-0.052924060817279614,-0.10653793698771105,1007
2022-09-30,pca,comb,-0.051889378952730394,-0.04052429745042418,-0.1281515612726311,1007
2022-12-31,ica,rev,-0.017732924192680133,0.10451638149071013,-0.04246747448353783,1009
2022-12-31,ica,cont,0.07887832447271591,0.13340412410757202,0.15035131716484687,1009
2022-12-31,ica,comb,0.07160587519133844,0.1336346842064644,0.07630289974213901,1009
2022-12-31,pca,rev,-0.05085714122412594,-0.04915846572837741,-0.08457335185592749,1009
2022-12-31,pca,cont,0.07851516456699169,0.11418868644611269,0.10654388672620625,1009
2022-12-31,pca,comb,0.019115619266609707,0.017526309536135737,0.023724721652298233,1009
2023-03-31,ica,rev,0.019588277244823732,0.030488587711401824,0.032843911800872684,1010
2023-03-31,ica,cont,-0.04290501159603698,-0.009758643158082371,-0.06989106735796435,1010
2023-03-31,ica,comb,-0.0325591784049683,0.06851392831843912,-0.012564270967768493,1010
2023-03-31,pca,rev,0.022314376003377823,0.027855313197526127,0.06468588823338725,1010
2023-03-31,pca,cont,-0.017138301927168857,-0.05717117297829498,-0.03730980333213436,1010
2023-03-31,pca,comb,0.012985237611987208,-0.02906566582145058,0.0030058034673368537,1010
2023-06-30,ica,rev,0.0320307667266243,-0.06551347649037598,0.034828895631377706,1036
2023-06-30,ica,cont,-0.010108432377621566,-0.08627040423432669,-0.00032956643580936055,1036
2023-06-30,ica,comb,0.004091589338676843,-0.10417520136447242,0.028442791922254133,1036
2023-06-30,pca,rev,-0.04301945634044922,-0.024603617991060835,-0.04749485315499318,1036
2023-06-30,pca,cont,-0.04519976070364804,-0.0337254600907062,-0.020921403563640785,1036
2023-06-30,pca,comb,-0.04386723746498017,0.01892792357706075,-0.03606774517797545,1036
2023-09-30,ica,rev,-0.020307899712093416,-0.10100119935779875,-0.007293211856216798,1030
2023-09-30,ica,cont,-0.08514333353278122,-0.047223386122525565,-0.11933187055122339,1030
2023-09-30,ica,comb,-0.06549257740138152,-0.13689075684830232,-0.07965136266283204,1030
2023-09-30,pca,rev,0.06958961903774113,0.02829032577039521,0.11074348127737829,1030
2023-09-30,pca,cont,0.07796446087999884,0.13200031496205494,0.1058039080008321,1030
2023-09-30,pca,comb,0.07619192111458836,0.1216549588220508,0.13102943800337752,1030
2023-12-31,ica,rev,0.003974205286863916,-0.027411758512535453,0.07026718848668938,1027
2023-12-31,ica,cont,0.009540821029396858,0.05362899113417447,0.02287539015582836,1027
2023-12-31,ica,comb,0.018903317791518548,0.07063769055672649,0.06379463557334623,1027
2023-12-31,pca,rev,-0.026840266923628238,-0.0491200535138942,-0.04597503689548682,1027
2023-12-31,pca,cont,-0.0371591745465083,-0.04590826286221729,-0.04176323835591199,1027
2023-12-31,pca,comb,-0.019581866889213012,-0.026202448986707767,-0.048141229122849946,1027
2024-03-31,ica,rev,-0.016855198757760988,-0.03830712838902457,0.005844918976579518,1018
2024-03-31,ica,cont,-0.035852492739828615,0.0034549287985529142,-0.087624327637593,1018
2024-03-31,ica,comb,-0.046742585028184805,-0.0019227657603716579,-0.05570517571881178,1018
2024-03-31,pca,rev,-0.007581910495233445,-0.005986047664539307,-0.028467429427316303,1018
2024-03-31,pca,cont,-0.027701398565713485,0.04341883243231878,-0.0732966383467836,1018
2024-03-31,pca,comb,-0.03641609828554524,-0.03917363866481955,-0.05628946754311628,1018
2024-06-30,ica,rev,0.014376433086527751,-0.10316900782403521,-0.0010110560822470466,1009
2024-06-30,ica,cont,0.0708243079128521,0.037016899641915374,0.1362270213995773,1009
2024-06-30,ica,comb,0.03441736540984229,-0.02406103822749596,0.10275967528753692,1009
2024-06-30,pca,rev,-0.005643478639766775,-0.08531714654816798,-0.044077407528378486,1009
2024-06-30,pca,cont,0.07072915306154419,0.042395161118018346,0.12853211945858325,1009
2024-06-30,pca,comb,0.01871413808051514,-0.0711324972496137,0.07432481687300754,1009
2024-09-30,ica,rev,-0.021343656051866514,0.02723686107886054,-0.03548511809381375,1035
2024-09-30,ica,cont,-0.07739909373492465,0.0177199415093877,-0.14336224567491915,1035
2024-09-30,ica,comb,-0.0514918687103416,-0.019256163926962968,-0.11867807667720666,1035
2024-09-30,pca,rev,-0.012980491755947985,-0.06574352630595318,-0.01472102831954821,1035
2024-09-30,pca,cont,0.053278800554091614,0.04201590997892058,0.1013813265432137,1035
2024-09-30,pca,comb,0.03215144150325469,-0.036908654384026865,0.05640407573186622,1035
2024-12-31,ica,rev,0.034052486158761046,0.04535783433607118,0.0797261945036067,1033
2024-12-31,ica,cont,-0.05165641053398898,-0.013295812783594579,-0.05170320017881417,1033
2024-12-31,ica,comb,0.0014475003369430126,0.03764823120630368,0.02407084105363977,1033
2024-12-31,pca,rev,-0.022045618274720284,-0.02669366331435248,-0.06762320896798524,1033
2024-12-31,pca,cont,-0.032299654963994076,-0.030966478609292913,-0.07861039129621245,1033
2024-12-31,pca,comb,-0.04399541604923155,-0.013807473925402249,-0.08763685308733675,1033
2025-03-31,ica,rev,-0.01004624812004952,0.009682649017971251,-0.015222162048923118,1025
2025-03-31,ica,cont,-0.003557099893382848,0.015199658552744421,-0.008051053701326485,1025
2025-03-31,ica,comb,-0.013440313710979632,-0.06055292971103518,-0.019863794645290547,1025
2025-03-31,pca,rev,-0.0026431875291489243,-0.022009565732906897,-0.023945173209955782,1025
2025-03-31,pca,cont,0.003861729765916727,0.003970341287861771,-0.01818112831621737,1025
2025-03-31,pca,comb,-0.005089176118227873,-0.024775401355491784,-0.022968067685400294,1025
2025-06-30,ica,rev,0.005750799516936626,0.2009500270047938,0.04585204920964165,1024
2025-06-30,ica,cont,-0.024158343768406223,0.14519015221004625,-0.011629320595808595,1024
2025-06-30,ica,comb,0.004136864639798107,0.17446116691358454,0.022595912043901566,1024
2025-06-30,pca,rev,0.038113265042456435,-0.0901906404997555,0.003568660145912309,1024
2025-06-30,pca,cont,0.0202970856931623,0.03267648470324361,0.02938170552893212,1024
2025-06-30,pca,comb,0.05553836951608204,-0.05076424070023425,0.02432743896422022,1024
2025-09-30,ica,rev,0.06580040544488674,-0.03129640250274854,0.10802451436624654,1018
2025-09-30,ica,cont,0.1061222824042271,0.07460139895972678,0.14859154809823147,1018
2025-09-30,ica,comb,0.11878709433036967,-0.08395609295740511,0.1754260792682056,1018
2025-09-30,pca,rev,0.052281623154605605,0.11545815574214513,0.07964761015117437,1018
2025-09-30,pca,cont,0.06899743501876746,0.06363744350978164,0.10032756795733712,1018
2025-09-30,pca,comb,0.07609209646535528,0.058677888280035506,0.09648399475630969,1018
2025-12-31,ica,rev,0.03814291086933548,-0.0177535562014995,0.046397416260470094,1029
2025-12-31,ica,cont,-0.049819486365920804,0.14823712263352312,-0.03423672949538374,1029
2025-12-31,ica,comb,-0.02404327374021061,0.15205585784806028,0.005150269207330644,1029
2025-12-31,pca,rev,0.002886237822509151,-0.24043190881577137,-0.016097851953725033,1029
2025-12-31,pca,cont,-0.11103415517071982,0.13698621297714733,-0.09068247082207681,1029
2025-12-31,pca,comb,-0.08851369892927487,0.0016655637466112642,-0.08209254543740806,1029
