period,mkt_minus_med,thr-0.050_top10,thr-0.050_top20,thr-0.050_top30,thr-0.075_top10,thr-0.075_top20,thr-0.075_top30,thr-0.100_top10,thr-0.100_top20,thr-0.100_top30,thr-0.150_top10,thr-0.150_top20,thr-0.150_top30,thr-0.200_top10,thr-0.200_top20,thr-0.200_top30
2020-03-31,-0.07135901147644963,-0.031507175224142925,-0.039582159837655256,-0.038798072006701295,-0.026677756181350404,-0.0431001153354601,-0.03847568315334468,-0.025575817034333953,-0.02925594395455211,-0.03457085662494763,-0.028840899017971044,-0.03201888994547267,-0.032983347509313005,-0.00941135231396703,-0.020473508115510686,-0.01454615966242448
2020-06-30,-0.013215641183723814,-0.0006719007775686653,0.010620302976131549,0.012246165381736132,0.00388357531547788,0.011024059231177413,0.013931380655199763,0.006646447394931448,0.008513081239460416,0.013439993274632994,0.018468701857813047,0.005839814571585875,0.012539338877172623,0.00760821887838159,0.007983878446118337,0.00825954447535203
2020-09-30,-0.1533795392454984,-0.019580481336064298,-0.02202123653465693,-0.030393689234573834,-0.015487801289404801,-0.0184121800092249,-0.023617735904182785,-0.015020735601589674,-0.017284414501454404,-0.02301664257875441,-0.016154562170078435,-0.01580908441390827,-0.022845740287294275,-0.09046336414551742,-0.07391035832343612,-0.07263996629971656
2020-12-31,0.016839730896512695,0.046060131189537515,0.018884868448866776,0.002212902889367513,0.04625995615796899,0.01864430506773511,7.69714876198424e-05,0.043240735479334394,0.01240103208058762,0.008406796642694905,0.04229783204720482,0.01125408734374285,0.00842604535624352,0.028996614224832074,0.030888175810399654,0.025257136964462204
2021-03-31,0.05840808150953425,0.027221209144595054,0.016282061557152682,0.02095923284694276,0.0273800890121677,0.013727872801277945,0.021035414385430752,0.02980084871388692,0.01564413446074744,0.018201718921401135,0.032048995745195624,0.018866810627842928,0.01890844051852543,0.04047100438118618,0.029031576144490957,0.026322151344699563
2021-06-30,0.00016551874359971297,0.025892715509150815,0.024245389073897117,0.01812470656481742,0.018971367776241504,0.011316703669617012,0.010823226788186362,0.029976984692929184,0.01521571338471353,0.010432732715977222,0.026506702424411194,0.014280573573248107,0.0085849368584512,0.009793356963254084,-0.0005915118021467408,0.001936869580398272
2021-09-30,0.06907632909331607,0.008727432205216254,0.010644981574123052,0.018304922782361108,0.01947939369755894,0.014861700769602804,0.02881146011565429,0.021316846685659446,0.02631670491456717,0.04058069036944231,0.04371461284859188,0.05581356614002689,0.05660355969282474,0.035968298522352324,0.03573032698108701,0.030591650845647148
2021-12-31,0.025825303036276837,-0.06862931970273237,-0.06804122239846436,-0.05394173575758476,-0.08074762920578984,-0.06242398133321714,-0.04588904143133565,-0.07914001392643844,-0.062396889289112245,-0.03776514026617833,-0.039214020617749035,-0.03145157254199424,-0.019579970588585113,-0.03925747500260543,-0.024784532646153434,-0.013723508470056878
2022-03-31,-0.020578143343921385,0.028601817579786068,0.017188109227846873,0.013472609732674917,0.03434278405088481,0.013225454432964398,0.007169985251548522,0.04584638280892578,0.01875368946067789,0.014263389461776146,0.03974214225001799,0.01808057143618219,0.012823539688923136,0.05775165710090624,0.01974932075725226,0.01620539945788954
2022-06-30,-0.005393488930376278,-0.027658355481147784,-0.012347113085578246,0.0043104693980848055,-0.022092298545153266,-0.0009088024365319636,0.004077875438841971,-0.023916634704660364,-0.011335770101725817,-0.00028112089651408795,-0.012590038385569033,-0.0002847467002009413,0.0022753784067853916,-0.03288843053032153,-0.015043433722436453,-0.007339845704319614
2022-09-30,-0.019515904043036603,0.022471166956131286,0.021359183334312595,0.01980438205920411,0.01562561005112842,0.01620341438838674,0.017503793333003156,0.017932215750770156,0.020186281203329617,0.020007158896539978,0.013431993919333599,0.012385520216782589,0.014445709212583119,-0.0007024655158322513,0.007882586664313268,0.003296185774947502
2022-12-31,0.07539976353129996,0.05882770610247494,0.0491397160264037,0.04839084805605575,0.05067540693562154,0.046282858289618714,0.037293437436791,0.056059816514151546,0.04395020126684309,0.03382783019692182,0.05169914321557986,0.03520552417892988,0.02624675253321177,0.04700542261805012,0.028521351104154186,0.019308408475260372
2023-03-31,0.013810593572581853,0.0015646265654601366,0.0027975939266060013,-0.00010481938502640564,0.0009347497859592685,0.004722511187861447,-0.0010792968655916751,-0.0065603321224350225,-0.004571996857907254,-0.0016584008285690788,-0.00906569268006853,-0.0030158184064708743,-0.001109393783656057,-0.010878688516873992,-0.0011272808744000051,0.0021477840691016964
2023-06-30,0.05644085249251002,-0.015585822498045576,-0.014438990157615822,-0.008106681149708306,-0.006651702811622168,-0.006522746315999112,-0.005674769819485094,-0.008067237359815044,-0.0052417963399792045,-0.0015210322662524908,-0.002339360736960616,0.002565778346881792,0.010560394266655379,0.004315362094293042,0.014522053520965743,0.015724495178515617
2023-09-30,0.007912834948807568,0.06436645683714823,0.0382325435925068,0.03229511732553034,0.045268190133571334,0.02766728423514564,0.0286376504495795,0.020925590172834782,0.012559902639853113,0.01661906090094782,-0.0009177941169088294,-0.0005411825752748012,0.0072822066303692284,-0.011431171480868016,-0.008276409793815345,-0.000503932103834065
2023-12-31,0.010303020617689396,-0.007882228895877655,-0.0004909390735816713,-0.001500808225910373,-0.010952594856402632,-0.008073050167139627,0.0006310962525207797,-0.0034124429513809063,-0.0005826121265424047,0.003324417237250514,-0.004038743292956504,0.004244975801839766,0.0020582009793050707,-0.008340784664293367,0.011309832985993168,0.007525348319191327
2024-03-31,0.04301831783706378,-0.006463138907166675,0.006226326983341397,0.0028513654741492474,0.0030500184345255976,0.0039389135796561335,0.005335752125061321,-0.001153698752559806,-0.0030462461851242274,-0.0011908069005998386,0.004726505589280665,-0.0010418363548338715,0.00340211241994918,0.0015224448219376338,0.006279391039100692,0.008875899433638248
2024-06-30,-0.0005556794446677782,-0.028423315843527613,-0.00037030140439775483,0.003866103660034842,-0.029350210342150088,-0.00074597427158829,0.004395115682502476,-0.01981693875136334,0.0033294024842155934,0.008060364267014467,-0.01423438955754866,0.006350121541783979,0.005539861894450104,-0.0015592347028034609,0.007529151168168283,0.013958405626504897
2024-09-30,0.020159309137762982,-0.08868732142018107,-0.026585865886873165,-0.015665882721144324,-0.08762204865827436,-0.03206323988080694,-0.016123031540190052,-0.1049527990243487,-0.04051531090191514,-0.018169089804455155,-0.09377125904670432,-0.03213289851901803,-0.005128058349434037,-0.06521612206715764,-0.0209727733457351,-0.008051304711068949
2024-12-31,0.027107309128587498,-0.04156652100484276,-0.028694503090744214,-0.014282688625460387,-0.038372278254107856,-0.02365167257008645,-0.006654128514373636,-0.03618550909485464,-0.01560158120079036,-0.00024076655079924986,-0.02342358962544415,-0.001379856430983914,0.0012464070226836238,-0.03034622103042231,0.0039259903427491735,0.009785442606500397
2025-03-31,0.017102847109299935,0.07510663471044046,0.04776020610340881,0.03000118924822491,0.06950389043822283,0.04145661752833539,0.027925110032282027,0.058464080614971714,0.032217503764287655,0.024161831849623006,0.052777344421735345,0.029158991580632024,0.013569697786508489,0.049013572600138694,0.022502510327670658,0.009815588808650508
2025-06-30,0.03670635409456535,0.058129978891362746,0.061155630159740265,0.044747706705072894,0.06096737900867255,0.06071696910361865,0.04716524088465566,0.043942136432129054,0.04043772218100005,0.0341954156516839,0.051967233457672755,0.051032412415624985,0.045421025014567316,0.06456110545469493,0.04597625329962038,0.03794638970632032
2025-09-30,-0.04620891845477315,0.012421464508564586,0.006584426998247683,0.0005342705001534359,0.0025632297266780374,0.0032210821516518023,-0.007729513305813847,0.016766679398367124,0.006198629729067651,-0.0035308554348707083,0.031220319800076446,0.011033002552401888,0.008133202236548051,-0.00010930009668440321,-0.013939607103498362,-0.0010207335557241015
2025-12-31,0.08219628159967107,0.038420098950908865,0.03660752186113393,0.02309881172971716,0.03634376388891574,0.04260383838281929,0.03284913647137748,0.048820726642092485,0.04372523061968821,0.04008899529382567,0.02112556955201746,0.006061236757166076,0.011233871781471675,0.021909345486049527,0.010762516227447838,0.018848079939988497
