period,MEGA_m1_wa_ic,MEGA_m1_wa_sp,MEGA_m2_sw_ic,MEGA_m2_sw_sp,MEGA_m3_qidio_ic,MEGA_m3_qidio_sp,MEGA_m3v_volneu_ic,MEGA_m3v_volneu_sp,MEGA_m3d_diag_ic,MEGA_m3d_diag_sp,MID_m1_wa_ic,MID_m1_wa_sp,MID_m2_sw_ic,MID_m2_sw_sp,MID_m3_qidio_ic,MID_m3_qidio_sp,MID_m3v_volneu_ic,MID_m3v_volneu_sp,MID_m3d_diag_ic,MID_m3d_diag_sp,FULL_m1_wa_ic,FULL_m1_wa_sp,FULL_m2_sw_ic,FULL_m2_sw_sp,FULL_m3_qidio_ic,FULL_m3_qidio_sp,FULL_m3v_volneu_ic,FULL_m3v_volneu_sp,FULL_m3d_diag_ic,FULL_m3d_diag_sp,MEGA_m4_skill_ic,MEGA_m4_skill_sp,MID_m4_skill_ic,MID_m4_skill_sp,FULL_m4_skill_ic,FULL_m4_skill_sp
2016-03-31,-0.047039547888444326,-0.021910623485791356,0.005212600076776647,0.0018553029193173892,0.07548203070274379,0.026844724683568175,0.08185518499610181,0.02791361950524042,0.05136595153573083,0.015266847490676527,-0.01574343966556265,-0.031756929777667586,0.11151721546247025,0.02865730479152151,0.11389348084715303,0.04938225761209471,0.11667455250312027,0.04850873879808475,0.10317750531077012,0.040620114995429224,-0.08474447163290834,-0.040375198562990794,-0.03487962881044364,-0.006315145480034007,0.03351527773362684,0.01670425512711865,0.03923252358181139,0.018084224594346,0.00858962258590676,0.010390721967288505,-0.10598610500987411,-0.022976718296864235,0.12405374830357163,0.08585217722628818,-0.004416804045221281,0.032251006054467915
2016-06-30,-0.12755486978567396,-0.03196587784286408,0.06725317693059628,0.019656326269288375,-0.06366085073490797,-0.021074348551755554,-0.05817279040813797,-0.01921930528852215,-0.025629829809748025,-0.015317039826258497,-0.024693922449000285,-0.00834667167125843,0.022707280832307292,0.027853077966573055,-0.09111710139119894,-0.02531344426180568,-0.09388877420384918,-0.03633092422076198,-0.07318834272231309,-0.012685905519227825,-0.18208636969137557,-0.06666042517025773,-0.08411674092417414,-0.010482247841509348,-0.15447127374585498,-0.03570268333309222,-0.15056658084836372,-0.038230642831992706,-0.14125272434113686,-0.037649350303177766,-0.2228611158642962,-0.07499513108681921,-0.11218912668242774,-0.01052583972797659,-0.212165768957609,-0.06002145594850344
2016-09-30,-0.02660951043504428,0.014368238996383467,0.058766381278875596,0.029944604409959566,-0.03790789704010967,0.019446746312055903,-0.03831876891849631,0.018728605722310637,-0.01713526515889078,0.015210777511204934,0.12267724548804582,0.000576420158802729,0.07466477651816039,-0.012152299582739765,0.03126205843760502,-0.012018798122187813,0.028503813189680514,-0.013150636229347853,0.05698491454600462,-0.013675015874650753,0.061102009808373645,0.013664585493805129,0.0742782940569179,0.023353080417829297,0.017193345050523348,-0.004780310458692982,0.015575085536807257,-0.002229689665072976,0.035638790477412974,0.004382063932935318,-0.012693757855048176,0.021232213409381202,-0.037735913389897166,-0.033614357731811165,-0.0022152125273536905,-0.016098436767748747
2016-12-31,0.05995808674136706,0.01651249027877513,-0.01944590318056924,0.011456988315167423,-0.01905696151493516,0.002463001058785049,-0.0226507628370418,-0.000191086820209364,-0.02243037895014269,-0.003100797188545023,0.01840722972210451,-0.008173258762455997,-0.04698607172892245,-0.03579664355017928,0.016039885642658132,-0.010282648112020776,0.01466009277287697,-0.012728686680891499,0.00805387653443174,0.0028074357849310876,0.0505545043630133,0.01255050268451472,-0.007244884235043317,-0.0012507718252016825,0.019946272848800885,-0.008785758468174502,0.01798501158921831,-0.013949008932977376,0.014970687658110986,-0.0010618922929756154,0.08780562160843851,0.03986183460895506,0.04117211174427593,0.012596716847359652,0.08143842483768998,0.024698858242152347
2017-03-31,0.0034781514109092477,0.015492144881109024,-0.024942715924088022,0.0003436343990528834,-0.05444386750611194,-0.017812128217176086,-0.06260800383926235,-0.018850787932958305,-0.04751264183340512,-0.010222701685396858,0.020181217608233933,0.0011367062956507985,0.008561212915492975,0.024854692586298594,0.005100707228366802,0.015655293576679382,0.0012708783119470897,0.00841035743314383,0.005928102414990094,0.010140777573307242,0.044861811304412004,-0.008345511655225093,0.016114966921703423,0.0022770160080110534,0.004525274617751349,0.003709003722615272,-0.0013767856973408877,0.004404381122035381,0.007567686451230478,0.0067824491957891985,-0.0005342907887205934,-0.016575269621447484,-0.0015775911372150858,0.0029286752694009923,0.004988843839636378,-0.009048151992349466
2017-06-30,-0.026622983256331733,-0.013821022609770806,0.08659857483119636,-0.003966602149924642,0.028314559891116,0.014145471935726822,0.036616866398783705,0.009215426079969571,0.045606876842678744,0.005641734023885889,0.03183826975351851,0.019853024422246665,0.15781472700925492,0.07853026311940717,0.050143470665815544,0.057855624094167626,0.05074616652183651,0.057866918132306794,0.05596976179103237,0.06075603111808066,-0.040248873486714826,-0.02235061813496486,0.05208427990191317,0.020561191189575875,-0.007291144535978072,0.00762378685931045,-0.001878106037336179,0.008541021193581078,0.0011863759035939253,0.012474307840832116,0.10049555401770928,0.02118151295549542,0.024484741173585105,0.012495048212289514,0.045106596009080825,0.02418251976109949
2017-09-30,0.001193180588909803,-0.03190594737852118,0.1434182809466771,0.012111686525843213,0.14568899221329934,0.04183317411847268,0.157990956491638,0.035630945590952014,0.15165656696778912,0.034122653287462314,0.13210339783541936,0.04854628014681178,0.048564148003911074,-0.019670815290548115,0.19245526481843772,0.11561646256983855,0.1942136315193595,0.11698684990368637,0.1877887931197547,0.1208329663755021,0.06435539805089957,0.007712828495904711,0.10705874151349598,-0.002241383623185586,0.16548004758330032,0.0727802775705577,0.17241243098698072,0.0802250354236817,0.1664239827461923,0.0660044420432014,0.18327688516239174,0.027415273787580477,0.1928445382108928,0.0948741525379005,0.1871137108818523,0.06835971075153892
2017-12-31,-0.06469100260326045,-0.028442013664537233,-0.014003472838586124,0.0018880621486750543,-0.0007030132602845992,-0.023054604960810524,0.004374674005947853,-0.01812058803865017,-0.003296498775005259,-0.02341348202244277,0.0029573994656984636,0.0070762475041454,0.03733470329232756,-0.0024008381186745864,0.09595332829775047,0.062219172097568526,0.10026379111611584,0.07558257682184256,0.08835671675518375,0.06440804401808305,-0.13067399712201308,-0.05017911284038113,-0.07045856368540189,-0.03986574829983986,-0.01798352220932287,0.0020525400006156866,-0.008561486026096818,0.012409232231548883,-0.029669373836031285,0.0005432737132535503,0.029767411308112963,-0.019440158004933945,0.12784232773055357,0.0732435789620065,0.054505026087549285,0.024970296742843894
2018-03-31,0.22023649866552597,0.10224081861915862,0.11523630707681769,0.07756894211812504,0.13406449188719569,0.08621728359704639,0.12363395295988916,0.08586143651841599,0.12142100562958004,0.07554019709944772,0.061890240194750056,0.04346062846980808,0.01575498136402082,-0.004237527499542707,0.05058975375080362,0.039460556260363204,0.04852094130554425,0.03287346664579344,0.04502795796597931,0.04182064201678612,0.07298665638451862,0.04518547119384921,0.020224639650744086,0.014188579725383791,0.04941994778860071,0.05486078749735303,0.047157757227528345,0.04456353873116441,0.03795329629231641,0.051016065805341126,0.1165447797550949,0.07823329249918111,0.07671452486186961,0.04733782469051567,0.07326451879336464,0.05489330798310215
2018-06-30,0.12724989658119726,0.006454746877976057,-0.00822023082920375,0.00403323508024378,-0.02962821624656607,-0.015958896759153296,-0.046524580831276044,-0.022493405422722927,-0.038548234607802274,-0.008575330012048014,-0.03842247687351913,-0.05974067048562791,-0.08177605251949205,-0.07225709104846291,-0.10486563644262398,-0.07357943495461149,-0.10694988901159533,-0.08108132847690977,-0.11283091420269009,-0.08473403271223653,0.08017796239483765,0.008573294613654248,0.007190061730807483,-0.01470360440693863,-0.03618016923174819,-0.038732774210636575,-0.04619929867980598,-0.043785832850839035,-0.03912727917476475,-0.027610353512140293,-0.08282966356240826,-0.03328176401674422,-0.1266428706846935,-0.09851214805211282,-0.07642238298553544,-0.05810838766023743
2018-09-30,0.0677991701324639,0.03471761768193064,0.1334306148356445,0.054802745167226746,0.15752855496452653,0.07914501168379533,0.16761160438741293,0.07764737946014871,0.17001489828460586,0.06760353301489741,0.0434523631998728,0.011230006925348132,0.14629283527627945,0.02818625491754416,0.09930555465506599,0.021867489467653753,0.1037484647761573,0.020780567368499592,0.10533922250170093,0.03010282929999622,0.02237702340453137,0.0014483351371912118,0.09970993423834547,0.03448051053265514,0.09833984077584071,0.0354205029945686,0.10605600484370255,0.036818427267579876,0.10389370218959201,0.039264591093411114,0.2303058518190292,0.10280348361040446,0.10916127138489656,0.01721240518777646,0.1429672878653357,0.046497713582207945
2018-12-31,0.06935259090579404,0.01958075053370751,-0.04998603543903886,-0.027153093347498537,-0.044528658781770473,-0.03480905095428668,-0.06447876723605511,-0.045974705549173586,-0.042752834946759535,-0.03554824806877185,0.0811095510883783,0.04229922243423974,-0.09592451907531094,-0.03892268429885288,0.027846120543282185,0.03138872479335138,0.021474118620629694,0.021165186078126938,0.024156078760013005,0.023000583526635438,0.09928506493139831,0.020871462148841814,-0.018043836168554914,-0.022134915764837962,0.029905566732352628,0.017929142126600395,0.017594720768700833,0.009864929053918885,0.031761236538962186,0.007317854230538372,-0.04766853529608975,-0.029084336407322504,-0.010151549414746818,0.010290353923465221,-0.016427303436568404,-0.008271284124987772
2019-03-31,0.21865626479741868,0.12805710720515082,0.09984542064177325,0.06949296952905962,0.10545359221023805,0.05586621130826581,0.08142677442349246,0.03597091907889724,0.11045178281704618,0.06766819559099413,0.004961294815782288,-0.009413936228376822,0.005140981955832086,0.0070077510941251395,-0.06364944514667772,-0.024002497312554598,-0.07008840126522184,-0.04179019464199523,-0.056042489231124676,-0.030781760921040867,0.11328217043293463,0.04634355234613384,0.05965299387645041,0.03337773109695412,0.02932200250081045,0.012535826922070314,0.016127646993235153,0.01197066225910609,0.03762327668641394,0.0137259581907218,0.1311016496156843,0.0424528096200792,-0.03569337163865668,-0.017962744847587656,0.046646542152601285,0.013673903203017026
2019-06-30,0.10765857913980735,0.02577705389410062,0.22813312256376225,0.08834361678412836,0.10944742263854271,0.04594673199359371,0.10033103466636067,0.03148265757551608,0.14455688910486847,0.031446574315900214,0.07384150024607239,0.05566828647416742,0.15667065957597462,0.11501560982961682,0.04816305289434447,0.011337042938125062,0.046280315054239365,0.016674488380468692,0.06923346339669637,0.027577067708619,0.05404479584656118,0.03186072502548387,0.1516253765014291,0.08378670890008363,0.043645959686623687,0.025852004559895878,0.04172006648537169,0.026782724618750017,0.06625044363944128,0.03140611480141952,0.08411620943761418,0.04566921417465374,0.012383895065061304,0.007328256714858476,0.022768358906134576,0.012125932561868322
2019-09-30,0.08000073259898868,-0.02211702937131875,0.058015572975239474,-0.02321893194857222,0.13362338358810177,0.013549430308657295,0.14512130124348965,0.02072522950608316,0.13062555743471624,0.0051923947013524235,0.04195341729010198,-0.07626774478217734,-0.026204313648038456,-0.08438133332018086,0.11419004903046608,0.03628155317522046,0.12306914059014992,0.054281243274953137,0.0978784208013341,0.016333719981845615,0.08237425250736374,-0.05449818853836022,0.03321725833511492,-0.061070631291011535,0.13947405764116638,0.018458062649401086,0.14643997773959655,0.024034522743270476,0.12944364420712276,0.014703757690760627,0.22366834952297748,0.02876528962914815,0.1873693485205619,0.09505903684847736,0.20802286846175166,0.0566944389907921
2019-12-31,0.0824240418001162,-0.021941352037810016,0.06284790861206548,-0.06226567487347067,0.22306332380646973,0.031249171403414454,0.24083419317362517,0.051799146867155074,0.2046835422560231,0.043627653475149145,-0.006463685321574373,-0.07792861706445367,-0.058637300264184435,-0.09239044191199951,0.1993696143822754,0.10253005885745009,0.21687843535411575,0.11138516106328938,0.17241242507127366,0.0660471313066557,0.03667347200735141,-0.04223464324780902,-0.004326303661921352,-0.07313235274512066,0.19980696002208803,0.07316332169490516,0.21782870239266494,0.08918568122573316,0.1780723575885394,0.05490349860233144,0.22972987744172746,0.052628497082822995,0.2554973513995014,0.1378356130530437,0.23752067638549212,0.09640152677186867
2020-03-31,-0.11003874855963898,-0.18862855457679656,-0.06999949330189312,-0.1659769858494094,-0.07548971060348134,-0.15144237541919453,-0.031835749752152726,-0.11979701535499232,-0.06388472078821046,-0.1977891695007413,-0.06929542988228267,-0.0661852883818986,0.018294981388778126,-0.020952094380295633,0.009721396545696809,-0.029054918349575243,0.04637653820760437,-0.010166932322204697,-0.0027611741734667452,-0.03331760810154094,-0.10947415019926031,-0.11646278474566435,-0.05641913094349016,-0.1060836507096142,-0.06389255882626071,-0.07960494435700599,-0.027456523446925712,-0.06742810485272019,-0.06816160732750998,-0.0699194521730997,-0.052444225679547506,-0.1427334836003433,-0.006919089491555839,-0.057444361297308816,-0.061466802102088915,-0.12118353623666375
2020-06-30,0.02568676731981473,0.04879452311104583,0.18177457672580374,0.1025887873404169,0.10454986037484136,0.0928633919488766,0.13136250460399398,0.09489271321279727,0.14317179798573798,0.08172594606802283,0.09835404831550772,0.04035865289205419,0.22779763537955303,0.11697656410333239,0.14993323699153152,0.06518932710785252,0.15487942548353043,0.07188370944831451,0.17137757842483978,0.08981601366482951,0.026648565606420475,0.015172101882548958,0.1442497409724303,0.06587026060395124,0.08431093030226816,0.03798289280719892,0.10384162117205338,0.04849822339390125,0.0997161698224188,0.03868687545475727,0.122839250817771,0.07486314418353306,-0.039360445340283316,-0.02007990622816533,-0.017211213158219267,-0.02249295265387058
2020-09-30,-0.34462627225311937,-0.4622027782280797,-0.2844820328397699,-0.4073344312251929,-0.09418623919677614,-0.31811559773585596,0.014604224812865413,-0.18724317880316943,-0.15510058200325894,-0.375677416883709,-0.19301036312794098,-0.23509389820357082,-0.12670435052221382,-0.21413116529932127,0.009790263119198908,-0.08422621661278645,0.06845838190511425,-0.03183464885713394,-0.030108388029398782,-0.10996461230638821,-0.33931236017373484,-0.35508423723046234,-0.28343216019591716,-0.3368148501820222,-0.13106201699075273,-0.1949508128882875,-0.042708841204779746,-0.11051239154302075,-0.18737905726223883,-0.22454747169825476,-0.05451648976846325,-0.2357150902843252,0.043962022591969054,-0.02874276308398427,-0.08650074745664817,-0.13379493749740454
2020-12-31,0.21492088441021096,0.21719771858509207,0.3182587326843938,0.2352844313865181,0.00044116256075215564,0.07596781456272844,-0.09305139089601958,-0.01331195836262472,0.10394729484665678,0.1123600599575945,0.10309541441221151,0.09603646550013901,0.30165838123958644,0.25646038914888114,0.019958215328419206,0.04994241624639409,-0.006430516144327225,0.034661866109532286,0.0795321215863547,0.08828710288487608,0.1177991117705638,0.11330381284928943,0.265737660305967,0.22029070060050546,0.004954730736326138,0.032664053298392906,-0.036818707724411,0.007254799295626488,0.0674094427015541,0.07285082712180106,-0.15924102939096782,-0.03909075890800921,-0.2157077172125434,-0.11678203149216815,-0.18336646931669984,-0.08970255072401265
2021-03-31,0.26816023261280997,0.15289751355903544,0.21387299580373326,0.15101970455767294,0.1732264801110791,0.11903297942567989,0.15517772836890964,0.11360963446535802,0.1887165764463887,0.12702560331878454,0.22613299924339178,0.11138740449621966,0.18891359665683602,0.13379177173095763,0.06318341206051532,0.04613754325875995,0.04617936711342764,0.04170970461467881,0.08579359684500296,0.05317974766423891,0.26817258775275415,0.14254156064134005,0.23177929791457594,0.14453301602217816,0.1375031151896787,0.07875885663880425,0.11853403553633042,0.07202796751467073,0.15791942244307028,0.08748621984860737,0.20605012113874063,0.10229874865281988,0.08701323610643195,0.060449432249018636,0.1475836850699494,0.08449612458137887
2021-06-30,0.136782012304651,0.07607712896376669,0.17256568359622934,0.09400926430979048,0.13093938962747684,0.10503231422218032,0.1271469753402225,0.10044616903783415,0.14569766426746977,0.09048369388587324,0.045945806872514365,-0.009146236276558459,0.09744142807143251,0.061730384819241375,0.06290176789428609,0.009692188514327266,0.06159382645741309,0.005115474689498162,0.0758964733866862,-0.003878033535331185,0.037008099850275145,0.011210264273567389,0.07634560025085646,0.03235925102198494,0.04903662966763432,0.0019866135310616373,0.04855595505164659,-0.0024377853292275597,0.0580981790051462,0.008757368807673499,0.12549367237055867,0.08033471523756751,0.08478061642591532,0.013178905135719718,0.06782882620285795,0.01606595330508133
2021-09-30,0.248812137863276,0.20017634289129055,0.13233725456780085,0.13863090388712998,-0.034031603484781014,-0.05050509040756246,-0.06347576732092582,-0.06990704049279758,-0.02415706300482471,-0.04470602659253725,0.16461578826926013,0.10906130035398355,0.12403499982446052,0.09929236766470698,-0.10233551382577691,-0.0912115892292823,-0.11500987200760457,-0.10344624614041187,-0.08761020758800751,-0.078895666464491,0.17926219783843014,0.13796099403922085,0.13701828060066396,0.10150380307092388,-0.07530334499907207,-0.07421173284676957,-0.09381169085917715,-0.08923778891287842,-0.059751429849026844,-0.05486646595874986,-0.1768938473295771,-0.13016731464303782,-0.2009163383618929,-0.12882669630115387,-0.17607543044269036,-0.1238800683398244
2021-12-31,0.2157944649814526,0.14086644471678264,0.0075817679819166605,0.06382005424876638,0.03136869360645608,0.05577567727585417,-0.004598030270620998,0.011702744402865367,0.017987102662817576,0.05021464462724845,-0.024548839495139047,-0.02713594992309344,-0.0610165307440806,-0.021183045660849137,-0.15368159793624214,-0.08091003902276997,-0.1670135777324332,-0.09793947646213785,-0.14928140150542385,-0.0978155773003819,0.09682543028985774,0.05186188063699515,0.024099088879854937,0.02756830008929545,-0.056654299293145464,-0.029522711952641112,-0.08020654541721338,-0.04200685725323346,-0.053678100359903724,-0.030198723036663266,-0.13963521670465653,-0.0852096219682237,-0.15904400366485838,-0.08554440882570123,-0.12327945795486163,-0.06269887274831691
2022-03-31,0.1087313411336989,0.06853343588375815,0.21134086553267017,0.0938082670066629,0.11166086263336593,0.09723188970929407,0.10771503006983642,0.09963443604416088,0.1409034160051212,0.10938244094081993,0.008806302846942478,0.0009277220064767694,0.07904388579187648,0.07655214874822772,0.06558831691321582,0.05397563809368733,0.06980286823936672,0.05312170666646843,0.07018502480119677,0.05412726765342815,0.005825088479886372,0.01430093422151281,0.07154125231675022,0.05854759234990621,0.07340825862489407,0.061038942098881555,0.08324076495207025,0.06229064205832459,0.07904345493690958,0.0494642797896271,0.18092022691719287,0.05069720162679345,0.04486524231343602,0.02168231024619241,0.05804916558548496,0.008658836455243568
2022-06-30,0.2261740868843062,0.24411076335128754,0.14716456531650066,0.18196529154325325,0.16829269437065458,0.2093628077015028,0.14728518800326248,0.19535029509539198,0.1681424536335776,0.1929344202601001,0.1979487788686197,0.17751731752188932,0.1326854910245307,0.13365684323528215,0.10356953004695856,0.11494338465373101,0.07628692091492645,0.100758050458038,0.117931060679445,0.12211715234332443,0.22160319714565657,0.21377821796769841,0.16372399675505034,0.1790566196915762,0.13767476916782329,0.13921078901671677,0.10917502840734403,0.11080962184008347,0.1490551098420226,0.15004129815542472,0.15354310081241432,0.05020687218355962,0.07288490403488215,0.04516162278246445,0.11650950386785897,0.07965510521737465
2022-09-30,0.025607590353625836,0.03810579432742382,0.18345000043009713,0.09477024553056765,0.06265341759065861,0.07852051632654813,0.06858387010754774,0.06519682469054638,0.10397968846894035,0.07182415823926251,0.020633392872767702,-0.014654752669649551,0.08067198663390296,0.03532045861792775,0.08901966749366039,0.02330569261397482,0.09685063935222742,0.01033842809823965,0.10052258881118588,0.032151582212818386,-0.0187564704386519,-0.001302248648029955,0.04678338614469088,0.014415906765517184,0.03396002394927733,0.030363854476910035,0.04788954059216821,0.006782710604658307,0.046700594318248134,0.03556356987910135,-0.1598214432338297,-0.09457993821715491,-0.08891083743786388,-0.049054864011324875,-0.11259059273489129,-0.06607483208250178
2022-12-31,0.2203524293839211,0.16980649224624605,0.12261833730716988,0.11387351205449366,0.16310054262614163,0.15671468346441284,0.13050455863826566,0.1339012649276574,0.16723661049077207,0.16191645461788332,0.20033689832801588,0.1119951496981228,0.07992511580040752,0.026177336057941036,0.16515092899301506,0.0761400782231501,0.14878169620116855,0.06599201279702455,0.16454933853825027,0.07546933124278729,0.19478058290789144,0.09725967946036464,0.10419515755024746,0.03252044334369677,0.16279801851290482,0.059150340447576805,0.14518382708655142,0.05649530102749491,0.16448994465643194,0.06582088118535688,-0.07134558223808456,-0.028763609231890034,0.004846793301627913,0.00320264843993958,-0.0032757040343943016,-0.0023914917495946805
