period,spread_raw,spread_resid,ic
2016-12-31,-0.026835182660465227,-0.02145297674596296,-0.017437528100348498
2017-03-31,0.018067973877255287,0.007951559058782608,0.06463440529675082
2017-06-30,-0.01647304718636183,0.0063787249897609075,-0.007928982698389027
2017-09-30,0.01556855766190126,0.019799163707484493,0.06100447924309633
2017-12-31,-0.05452239777899149,-0.010053543777377563,-0.10855332129118014
2018-03-31,-0.02969735632272121,0.011393685495764801,-0.013403769533597678
2018-06-30,-0.012136376852625676,-0.010264004877009323,0.06668458004529873
2018-09-30,0.01220345609464008,0.027738313780939754,0.04589985353208133
2018-12-31,-0.019645045682177842,-0.005575680159154129,0.01291801049889882
2019-03-31,0.0680867675338036,0.048026682987904024,0.15001472094716886
2019-06-30,0.03102771953118346,0.03540905687692288,0.0106513134552536
2019-09-30,-0.04910673578921327,-0.027000309066639465,0.027300086613528098
2019-12-31,-0.060247852696656196,-0.007066065844942716,0.03460512991384938
2020-03-31,-0.10905416398207693,-0.00030051489158445816,-0.1143546626620812
2020-06-30,0.005288443484989369,0.02341473253875658,0.007362450144089497
2020-09-30,-0.24492024313998212,-0.016570521573450202,-0.231162406300059
2020-12-31,-0.1301524159365563,-0.08644438106963862,-0.11750460348239948
2021-03-31,0.02001092047837607,0.03764107703759718,0.0852862503906624
2021-06-30,-0.026005428710060265,0.013105813133148098,-0.0425538780234288
2021-09-30,0.17686104755101878,0.17085423165632002,0.2133428886587404
2021-12-31,0.10487683176510942,0.10126854695510229,0.14060553805889434
2022-03-31,-0.06293167827594141,-0.01657674387173573,-0.0734577264530725
2022-06-30,0.01591210301488499,0.02165267344883237,0.00543879091203964
2022-09-30,-0.08844896631675234,-0.03412436418397758,-0.0569559156075416
2022-12-31,0.03182483670910159,0.0491289993206181,0.09770347875154839
2023-03-31,-0.011014599399867132,0.03343037513395537,0.015110252789336264
2023-06-30,0.09568108155516,0.13316895107970017,0.14342740826467054
2023-09-30,-0.0644903267138457,0.031173943493698692,-0.00846458155420249
2023-12-31,-0.015701201080015527,0.07026209591015009,0.024877970367045865
2024-03-31,0.06899056952503202,0.0691529563858749,0.07787451673981972
2024-06-30,0.007908761941202916,0.06302615647697515,0.04262301745863303
2024-09-30,-0.13574674377607587,-0.026524744600181963,-0.05740028799756875
2024-12-31,0.07474596601005083,0.02529602638731873,0.19459468245147618
2025-03-31,-0.10400608755182511,0.030224839833230134,-0.08041479535463156
2025-06-30,-0.09061509030936987,0.03127445326246929,-0.0010651718801190833
2025-09-30,0.018973542800820958,-0.026824644008623964,0.09130218569449775
2025-12-31,-0.015623204410293627,0.03277357448064969,-0.03513722279185015
